"Gene","Tissue","Psychiatric disorder","Method","Nsnp","Beta","SE","OR","P-value","Q_Pvalue(MREgger)","Q_Pvalue(IVW)","P-value(Intercept)","PPH4"
"PLEKHA7","Stem-cell-iPSC","DEP","Wald ratio",1,"-0.012","0.009","0.988","1.68e-01",NA,NA,NA,0.004101267
"ACTA1","Stem-cell-iPSC","DEP","Wald ratio",1,"-0.010","0.007","0.990","1.70e-01",NA,NA,NA,0.001553146
"OXSR1","Stem-cell-iPSC","DEP","Wald ratio",1," 0.016","0.012","1.017","1.71e-01",NA,NA,NA,0.002510411
"PDP2","Stem-cell-iPSC","DEP","Wald ratio",1,"-0.015","0.011","0.985","1.74e-01",NA,NA,NA,2.69e-05
"CALB1","Stem-cell-iPSC","DEP","Wald ratio",1," 0.014","0.010","1.014","1.74e-01",NA,NA,NA,0.004619598
"CBWD1","Stem-cell-iPSC","DEP","Wald ratio",1,"-0.007","0.005","0.993","1.75e-01",NA,NA,NA,0.005603316
"RHBDD3","Stem-cell-iPSC","DEP","Wald ratio",1,"-0.009","0.007","0.991","1.76e-01",NA,NA,NA,0.000160007
"LYN","Stem-cell-iPSC","DEP","Wald ratio",1,"-0.011","0.008","0.989","1.77e-01",NA,NA,NA,0.00128912
"TSFM","Stem-cell-iPSC","DEP","Wald ratio",1,"-0.008","0.006","0.992","1.78e-01",NA,NA,NA,0.005667769
"GSTP1","Stem-cell-iPSC","DEP","Wald ratio",1," 0.021","0.016","1.021","1.81e-01",NA,NA,NA,0.000252858
"KIAA1211","Stem-cell-iPSC","DEP","Wald ratio",1,"-0.010","0.007","0.990","1.85e-01",NA,NA,NA,0.005467272
"C9orf64","Stem-cell-iPSC","DEP","Wald ratio",1,"-0.009","0.007","0.991","1.85e-01",NA,NA,NA,0.001112352
"PARP4","Stem-cell-iPSC","DEP","Wald ratio",1," 0.013","0.010","1.013","1.85e-01",NA,NA,NA,0.00024276
"QDPR","Stem-cell-iPSC","DEP","Wald ratio",1,"-0.008","0.006","0.992","1.87e-01",NA,NA,NA,0.0059339
"DDX55","Stem-cell-iPSC","DEP","Wald ratio",1,"-0.011","0.009","0.989","1.87e-01",NA,NA,NA,0.005478744
"TBCE","Stem-cell-iPSC","DEP","Wald ratio",1,"-0.017","0.013","0.983","1.90e-01",NA,NA,NA,0.004999547
"TARS","Stem-cell-iPSC","DEP","Wald ratio",1,"-0.018","0.014","0.982","1.90e-01",NA,NA,NA,0.000527117
"HRSP12","Stem-cell-iPSC","DEP","Wald ratio",1,"-0.019","0.014","0.982","1.92e-01",NA,NA,NA,0.001896739
"CD3EAP","Stem-cell-iPSC","DEP","Wald ratio",1," 0.013","0.010","1.013","1.96e-01",NA,NA,NA,0.004147822
"MAK16","Stem-cell-iPSC","DEP","Wald ratio",1," 0.015","0.012","1.015","2.05e-01",NA,NA,NA,0.003248331
"TRMU","Stem-cell-iPSC","DEP","Wald ratio",1," 0.013","0.010","1.013","2.06e-01",NA,NA,NA,6.13e-05
"ISCA1","Stem-cell-iPSC","DEP","Wald ratio",1," 0.012","0.009","1.012","2.07e-01",NA,NA,NA,0.004166144
"KLHDC7A","Stem-cell-iPSC","DEP","Wald ratio",1," 0.010","0.008","1.010","2.13e-01",NA,NA,NA,0.000468008
"NOM1","Stem-cell-iPSC","DEP","Wald ratio",1," 0.015","0.012","1.015","2.14e-01",NA,NA,NA,0.00013381
"R3HCC1","Stem-cell-iPSC","DEP","Wald ratio",1,"-0.010","0.008","0.990","2.14e-01",NA,NA,NA,6.38e-05
"SCRN2","Stem-cell-iPSC","DEP","Wald ratio",1,"-0.010","0.008","0.990","2.18e-01",NA,NA,NA,0.004511987
"ARID3B","Stem-cell-iPSC","DEP","Wald ratio",1," 0.009","0.007","1.009","2.18e-01",NA,NA,NA,0.006770675
"QTRTD1","Stem-cell-iPSC","DEP","Wald ratio",1,"-0.013","0.011","0.987","2.19e-01",NA,NA,NA,0.000459025
