Psychiatric disorder,Risk phenotype,Method,Beta,Standard error,P-value,OR,OR_lci95,OR_uci95,Q Pvalue(MREgger),Q Pvalue(IVW),Intercept PValue
SCZ,Intelligence ,Weighted mode,0.340292879,0.416811305,4.16E-01,1.41E+00,6.21E-01,3.18E+00,6.21E-49,1.56E-49,0.232036593
ALZ,"Illness, injury, bereavement, stress in last 2 years: Financial difficulties ",Weighted mode,-1.796305419,2.092941826,4.16E-01,1.66E-01,2.74E-03,1.00E+01,1.90E-01,2.58E-01,0.772673041
BP,"Illness, injury, bereavement, stress in last 2 years: Death of a spouse or partner",Inverse variance weighted,-0.322446494,0.396217505,4.16E-01,7.24E-01,3.33E-01,1.57E+00,9.96E-02,1.01E-01,0.485657442
BP,Childhood obesity ,Weighted mode,-0.03470997,0.038287313,4.16E-01,9.66E-01,8.96E-01,1.04E+00,1.25E-01,2.14E-01,0.857272036
ANX,Behauvioural and emotional disorders with onset usually occuring in childhood and adolescence,Weighted mode,-0.067225978,0.082637111,4.16E-01,9.35E-01,7.95E-01,1.10E+00,5.57E-09,1.67E-09,0.000624709
ALZ,Tea intake ,Inverse variance weighted,0.091103194,0.112084698,4.16E-01,1.10E+00,8.79E-01,1.36E+00,1.49E-01,8.22E-02,0.058657196
ASD,Gestational diabetes (for exclusion) ,Inverse variance weighted,-0.025945842,0.031939727,4.17E-01,9.74E-01,9.15E-01,1.04E+00,4.16E-01,2.85E-01,0.236593224
ASD,Gestational diabetes (for exclusion) ,Inverse variance weighted,-0.025945842,0.031939727,4.17E-01,9.74E-01,9.15E-01,1.04E+00,4.16E-01,2.85E-01,0.236593224
ASD,Fresh fruit intake ,MR Egger,1.105465437,1.351406856,4.17E-01,3.02E+00,2.14E-01,4.27E+01,4.30E-01,4.17E-01,0.253656155
ADHD,Age-related hearing impairment (MTAG) ,Weighted median,-0.153271186,0.189056271,4.18E-01,8.58E-01,5.92E-01,1.24E+00,7.12E-03,9.58E-03,0.709368425
ED,Type 1 diabetes ,MR Egger,0.015144682,0.018358758,4.18E-01,1.02E+00,9.79E-01,1.05E+00,9.77E-01,9.82E-01,0.667597956
DEP,Current employment status: Retired,MR Egger,0.055188681,0.068156736,4.18E-01,1.06E+00,9.25E-01,1.21E+00,1.57E-01,1.63E-01,0.964580618
PTSD,Sleeplessness / insomnia ,MR Egger,-0.633520525,0.774254593,4.18E-01,5.31E-01,1.16E-01,2.42E+00,1.01E-12,1.94E-12,0.955004357
ED,Type 1 diabetes ,Inverse variance weighted,0.009823551,0.012170649,4.20E-01,1.01E+00,9.86E-01,1.03E+00,9.77E-01,9.82E-01,0.667597956
DEP,Primary sclerosing cholangitis ,Simple mode,-0.010959432,0.013151327,4.20E-01,9.89E-01,9.64E-01,1.01E+00,4.36E-01,3.44E-01,0.145430993
PTSD,Extraversion,MR Egger,-0.002866704,0.003552419,4.20E-01,9.97E-01,9.90E-01,1.00E+00,6.71E-04,6.86E-04,0.443857218
DEP,Qualifications: College or University degree ,MR Egger,-0.272965293,0.338123047,4.20E-01,7.61E-01,3.92E-01,1.48E+00,2.99E-01,3.11E-01,0.634434752
SCZ,Maternal smoking around birth ,Weighted median,0.470353735,0.5839161,4.21E-01,1.60E+00,5.10E-01,5.03E+00,5.93E-10,1.27E-09,0.833390174
ALZ,Type 1 diabetes ,Inverse variance weighted,0.008216333,0.010212637,4.21E-01,1.01E+00,9.88E-01,1.03E+00,1.73E-01,1.09E-01,0.081797268
SCZ,Operation code: caesarean section / caesarian section ,Weighted mode,2.074669282,2.073918809,4.23E-01,7.96E+00,1.37E-01,4.64E+02,6.42E-01,3.60E-01,0.405554352
BP,Neuroticism score ,MR Egger,0.134314131,0.167288571,4.24E-01,1.14E+00,8.24E-01,1.59E+00,1.16E-01,8.85E-02,0.078855935
ADHD,Gestational diabetes (for exclusion) ,Weighted median,0.020713189,0.025894557,4.24E-01,1.02E+00,9.70E-01,1.07E+00,6.28E-01,7.17E-01,0.582055872
OCD,"Non-cancer illness code, self-reported: psoriasis ",Weighted mode,8.193308654,9.931587176,4.24E-01,3.62E+03,1.27E-05,1.03E+12,1.37E-02,1.99E-02,0.881156109
SCZ,Diagnoses - main ICD10: I25.1 Atherosclerotic heart disease ,Inverse variance weighted,-0.926508961,1.160680773,4.25E-01,3.96E-01,4.07E-02,3.85E+00,2.15E-03,1.93E-03,0.354157699
ANX,Caffeine,Inverse variance weighted,-0.730321416,0.914930144,4.25E-01,4.82E-01,8.02E-02,2.89E+00,9.17E-15,7.36E-15,0.123982374
PTSD,Age at first birth ,MR Egger,-0.126735898,0.157701239,4.25E-01,8.81E-01,6.47E-01,1.20E+00,3.09E-13,1.34E-13,0.278809734
ALZ,Type 1 diabetes ,Simple mode,0.02559515,0.03176172,4.26E-01,1.03E+00,9.64E-01,1.09E+00,1.73E-01,1.09E-01,0.081797268
ANX,Childhood obesity ,Simple mode,0.121574343,0.137288994,4.26E-01,1.13E+00,8.63E-01,1.48E+00,1.25E-01,2.14E-01,0.857272036
ADHD,Gestational diabetes (for exclusion) ,Weighted median,0.020713189,0.026027201,4.26E-01,1.02E+00,9.70E-01,1.07E+00,6.28E-01,7.17E-01,0.582055872
SCZ,Behauvioural and emotional disorders with onset usually occuring in childhood and adolescence,MR Egger,-0.005067746,0.006368564,4.26E-01,9.95E-01,9.83E-01,1.01E+00,1.65E-01,1.56E-01,0.070420239
ADHD,Living alone,Inverse variance weighted,-0.470721359,0.593602208,4.28E-01,6.25E-01,1.95E-01,2.00E+00,2.91E-16,3.32E-16,0.857891204
PTSD,Trauma exposure ,MR Egger,1.417144416,1.550812735,4.28E-01,4.13E+00,1.97E-01,8.62E+01,1.20E-02,1.69E-02,0.618837049
ALZ,"Diagnoses - secondary ICD10: E03.9 Hypothyroidism, unspecified ",Weighted mode,1.243506002,1.550981015,4.29E-01,3.47E+00,1.66E-01,7.25E+01,7.76E-02,9.65E-02,0.942781114
ALZ,Maternal smoking around birth ,Simple mode,-0.667141284,0.821057325,4.29E-01,5.13E-01,1.03E-01,2.57E+00,3.94E-01,4.59E-01,0.731119401
ALZ,"Illness, injury, bereavement, stress in last 2 years: Serious illness, injury or assault to yourself ",Simple mode,2.58036261,2.624982045,4.29E-01,1.32E+01,7.69E-02,2.26E+03,6.83E-01,2.87E-01,0.36914415
ED,Diagnoses - secondary ICD10: I10 Essential (primary) hypertension ,Inverse variance weighted,0.426071543,0.539154924,4.29E-01,1.53E+00,5.32E-01,4.41E+00,3.02E-02,3.57E-02,0.763537701
PTSD,Extraversion,Inverse variance weighted,-0.001397927,0.001769351,4.29E-01,9.99E-01,9.95E-01,1.00E+00,6.71E-04,6.86E-04,0.443857218
DEP,Caffeine,Weighted median,-0.162149286,0.205312648,4.30E-01,8.50E-01,5.69E-01,1.27E+00,1.66E-01,1.66E-01,0.347532961
PTSD,Mumps,Inverse variance weighted,0.001627451,0.002065597,4.31E-01,1.00E+00,9.98E-01,1.01E+00,1.53E-02,1.48E-02,0.172959629
ASD,Fresh fruit intake ,Weighted mode,0.50680427,0.639732843,4.32E-01,1.66E+00,4.74E-01,5.82E+00,4.30E-01,4.17E-01,0.253656155
DEP,Mineral and other dietary supplements: Zinc ,Weighted mode,-1.418073057,1.457019061,4.33E-01,2.42E-01,1.39E-02,4.21E+00,3.91E-02,8.97E-02,0.77722608
ASD,"Illness, injury, bereavement, stress in last 2 years: Financial difficulties ",Inverse variance weighted,0.954411105,1.21868622,4.34E-01,2.60E+00,2.38E-01,2.83E+01,6.13E-01,6.55E-01,0.48418943
ASD,"Illness, injury, bereavement, stress in last 2 years: Financial difficulties ",Inverse variance weighted,0.954411105,1.21868622,4.34E-01,2.60E+00,2.38E-01,2.83E+01,6.13E-01,6.55E-01,0.48418943
DEP,Heart rate ,Simple mode,-0.005335612,0.006628904,4.34E-01,9.95E-01,9.82E-01,1.01E+00,6.88E-01,6.94E-01,0.381703376
PTSD,Ever taken cannabis ,MR Egger,0.090353027,0.108136575,4.35E-01,1.09E+00,8.86E-01,1.35E+00,1.18E-01,1.36E-01,0.490034171
ANX,Nitrogen dioxide air pollution; 2010 ,MR Egger,-10.86384575,12.86187998,4.37E-01,1.91E-05,2.16E-16,1.70E+06,6.78E-03,5.57E-03,0.439793617
ALZ,Maternal smoking around birth ,Weighted mode,-0.606762932,0.762656741,4.39E-01,5.45E-01,1.22E-01,2.43E+00,3.94E-01,4.59E-01,0.731119401
ED,Diabetes mellitus ,MR Egger,0.039127059,0.050065071,4.39E-01,1.04E+00,9.43E-01,1.15E+00,5.60E-01,5.56E-01,0.300889221
SCZ,"Illness, injury, bereavement, stress in last 2 years: Financial difficulties ",MR Egger,-4.355202129,5.309130418,4.39E-01,1.28E-02,3.88E-07,4.24E+02,5.73E-01,1.51E-01,0.040689839
SCZ,"Illness, injury, bereavement, stress in last 2 years: Financial difficulties ",MR Egger,-4.355202129,5.309130418,4.39E-01,1.28E-02,3.88E-07,4.24E+02,5.73E-01,1.51E-01,0.040689839
ED,Neuroticism score ,MR Egger,-0.151015566,0.194515439,4.39E-01,8.60E-01,5.87E-01,1.26E+00,1.55E-10,6.41E-11,0.134958317
ED,Unspecified maternal hypertension,Inverse variance weighted,-0.001314897,0.001700719,4.39E-01,9.99E-01,9.95E-01,1.00E+00,1.28E-01,1.33E-01,0.809668802
ANX,Trauma exposure ,Weighted mode,0.206733407,0.241126691,4.40E-01,1.23E+00,7.67E-01,1.97E+00,8.43E-01,8.67E-01,0.555428028
ADHD,Behauvioural and emotional disorders with onset usually occuring in childhood and adolescence,Weighted median,-0.004609845,0.005971747,4.40E-01,9.95E-01,9.84E-01,1.01E+00,5.57E-09,1.67E-09,0.000624709
PTSD,Childhood obesity ,Inverse variance weighted,0.028910637,0.037479881,4.40E-01,1.03E+00,9.56E-01,1.11E+00,8.25E-01,9.21E-01,0.889812322
ANX,Serum 25-Hydroxyvitamin D levels ,Weighted mode,-0.162715548,0.210202459,4.41E-01,8.50E-01,5.63E-01,1.28E+00,1.06E-01,1.16E-01,0.636334511
SCZ,Primary sclerosing cholangitis ,Simple mode,-0.024964119,0.031531459,4.41E-01,9.75E-01,9.17E-01,1.04E+00,5.23E-04,1.42E-04,0.183882486
ALZ,Caffeine,Inverse variance weighted,-0.247000389,0.320551472,4.41E-01,7.81E-01,4.17E-01,1.46E+00,3.94E-01,4.59E-01,0.906984231
ANX,Trauma exposure ,Simple mode,0.203822113,0.23860942,4.41E-01,1.23E+00,7.68E-01,1.96E+00,8.43E-01,8.67E-01,0.555428028
OCD,Autoimmune diseases ,Inverse variance weighted,0.051162234,0.066449021,4.41E-01,1.05E+00,9.24E-01,1.20E+00,3.84E-01,4.13E-01,0.598546243
PTSD,Type 2 diabetes ,MR Egger,-0.038059933,0.049260388,4.41E-01,9.63E-01,8.74E-01,1.06E+00,1.58E-15,2.37E-15,0.803993711
ANX,Behauvioural and emotional disorders with onset usually occuring in childhood and adolescence,Simple mode,-0.067225978,0.087395627,4.42E-01,9.35E-01,7.88E-01,1.11E+00,5.57E-09,1.67E-09,0.000624709
ADHD,Type 2 diabetes ,Weighted mode,0.022322166,0.0290277,4.44E-01,1.02E+00,9.66E-01,1.08E+00,2.95E-10,2.10E-11,0.021489974
PTSD,Birth weight ,Weighted mode,0.151531215,0.197709089,4.45E-01,1.16E+00,7.90E-01,1.71E+00,2.92E-10,4.08E-10,0.920003688
DEP,Gestational diabetes (for exclusion) ,Simple mode,-0.041342641,0.043808823,4.45E-01,9.60E-01,8.81E-01,1.05E+00,8.65E-01,9.15E-01,0.662995418
OCD,Alzheimer's disease or family history of Alzheimer's disease ,Inverse variance weighted,0.037546704,0.04918934,4.45E-01,1.04E+00,9.43E-01,1.14E+00,2.36E-01,2.37E-01,0.351905335
BP,Caffeine,MR Egger,-0.515823261,0.675671639,4.45E-01,5.97E-01,1.59E-01,2.24E+00,1.66E-01,1.66E-01,0.347532961
OCD,Diabetes mellitus ,Inverse variance weighted,0.042402975,0.055593476,4.46E-01,1.04E+00,9.36E-01,1.16E+00,5.60E-01,5.56E-01,0.300889221
BP,smoking initiation ,MR Egger,0.330340201,0.431473319,4.46E-01,1.39E+00,5.97E-01,3.24E+00,4.01E-01,4.31E-01,0.98282675
ALZ,Allergic rhinitis ,Weighted mode,0.077554143,0.082643776,4.47E-01,1.08E+00,9.19E-01,1.27E+00,2.03E-01,4.44E-01,0.964356086
ADHD,"Non-cancer illness code, self-reported: diabetes ",MR Egger,-1.064389323,1.391984856,4.48E-01,3.45E-01,2.25E-02,5.28E+00,1.35E-06,5.14E-07,0.138920073
ALZ,Birth weight ,Simple mode,0.147351864,0.193894475,4.49E-01,1.16E+00,7.92E-01,1.69E+00,1.47E-03,1.71E-03,0.700392849
SCZ,Intelligence ,MR Egger,-0.359600431,0.473915767,4.49E-01,6.98E-01,2.76E-01,1.77E+00,6.21E-49,1.56E-49,0.232036593
ALZ,"Illness, injury, bereavement, stress in last 2 years: Serious illness, injury or assault to yourself ",Weighted mode,2.503653731,2.685369593,4.50E-01,1.22E+01,6.33E-02,2.36E+03,6.83E-01,2.87E-01,0.36914415
ED,"Diagnoses - secondary ICD10: E03.9 Hypothyroidism, unspecified ",Weighted mode,2.25153375,2.952870927,4.52E-01,9.50E+00,2.91E-02,3.10E+03,1.50E-01,1.78E-01,0.835795114
DEP,Mineral and other dietary supplements: Zinc ,Simple mode,-1.451535285,1.566196646,4.52E-01,2.34E-01,1.09E-02,5.04E+00,3.91E-02,8.97E-02,0.77722608
ED,Operative procedures,MR Egger,-2.203041591,2.931380643,4.52E-01,1.10E-01,3.53E-04,3.46E+01,1.32E-01,1.36E-01,0.949318884
ALZ,Viral infection,Weighted median,1.362898769,1.815837087,4.53E-01,3.91E+00,1.11E-01,1.37E+02,3.94E-01,4.59E-01,0.744986651
SCZ,"Non-cancer illness code, self-reported: diabetes ",Weighted median,-0.492452249,0.656473298,4.53E-01,6.11E-01,1.69E-01,2.21E+00,4.96E-12,7.92E-12,0.810494062
SCZ,Congenital cytomegalovirus infection,MR Egger,-0.086880182,0.112480626,4.54E-01,9.17E-01,7.35E-01,1.14E+00,8.28E-01,8.99E-01,0.740545056
ADHD,College completion ,Weighted mode,-0.117083331,0.127116212,4.54E-01,8.90E-01,6.93E-01,1.14E+00,6.37E-01,7.26E-01,0.634476409
ALZ,Primary biliary cirrhosis ,Weighted mode,-0.01495687,0.019556074,4.54E-01,9.85E-01,9.48E-01,1.02E+00,1.48E-01,1.32E-01,0.279804801
ED,Ever taken cannabis ,Weighted median,-0.023479677,0.031385618,4.54E-01,9.77E-01,9.19E-01,1.04E+00,5.95E-01,7.18E-01,0.945702243
OCD,Trauma exposure ,MR Egger,2.410520612,2.618640881,4.54E-01,1.11E+01,6.57E-02,1.89E+03,7.16E-01,7.78E-01,0.565530554
ED,Age-related hearing impairment (MTAG) ,MR Egger,0.831354733,1.096272349,4.56E-01,2.30E+00,2.68E-01,1.97E+01,6.59E-02,7.95E-02,0.672216691
ALZ,Chickenpox,Weighted median,0.889199793,1.192015625,4.56E-01,2.43E+00,2.35E-01,2.52E+01,3.94E-01,4.59E-01,0.666006776
ADHD,Caffeine,Inverse variance weighted,-0.248930577,0.333912994,4.56E-01,7.80E-01,4.05E-01,1.50E+00,9.17E-15,7.36E-15,0.123982374
ALZ,Nitrogen dioxide air pollution; 2010 ,Weighted median,0.281890403,0.378367156,4.56E-01,1.33E+00,6.31E-01,2.78E+00,6.64E-01,7.57E-01,0.757904622
ALZ,smoking initiation ,Weighted mode,-0.11448556,0.153007346,4.56E-01,8.92E-01,6.61E-01,1.20E+00,3.65E-03,4.20E-03,0.596309197
ANX,"Diagnoses - secondary ICD10: E03.9 Hypothyroidism, unspecified ",MR Egger,-4.175667202,5.548969565,4.57E-01,1.54E-02,2.91E-07,8.13E+02,8.01E-01,8.15E-01,0.468424168
ASD,Rubella vaccination,Weighted median,-0.002832807,0.003812383,4.57E-01,9.97E-01,9.90E-01,1.00E+00,3.15E-10,3.11E-10,0.317387409
BP,Serum 25-Hydroxyvitamin D levels ,Weighted median,-0.052003723,0.070071915,4.58E-01,9.49E-01,8.28E-01,1.09E+00,1.06E-01,1.16E-01,0.636334511
OCD,Ever taken cannabis ,Simple mode,0.095636053,0.112628993,4.58E-01,1.10E+00,8.82E-01,1.37E+00,5.95E-01,7.18E-01,0.945702243
OCD,Congenital cytomegalovirus infection,Weighted mode,-0.143347432,0.186496481,4.58E-01,8.66E-01,6.01E-01,1.25E+00,8.28E-01,8.99E-01,0.740545056
BP,Primary biliary cirrhosis ,Inverse variance weighted,0.008938417,0.012076375,4.59E-01,1.01E+00,9.85E-01,1.03E+00,1.27E-01,1.49E-01,0.571743678
BP,Mineral and other dietary supplements: Zinc ,Simple mode,2.992330723,3.292814033,4.59E-01,1.99E+01,3.14E-02,1.27E+04,8.67E-01,9.76E-01,0.910201837
ALZ,"Illness, injury, bereavement, stress in last 2 years: Financial difficulties ",Simple mode,-1.599681137,2.059717723,4.60E-01,2.02E-01,3.56E-03,1.14E+01,1.90E-01,2.58E-01,0.772673041
ED,College completion ,Inverse variance weighted,-0.189012602,0.2560203,4.60E-01,8.28E-01,5.01E-01,1.37E+00,6.04E-01,8.71E-01,0.943669546
ALZ,"Illness, injury, bereavement, stress in last 2 years: Serious illness, injury or assault to yourself ",MR Egger,-4.8212711,4.260677999,4.61E-01,8.06E-03,1.90E-06,3.41E+01,6.83E-01,2.87E-01,0.36914415
ANX,Current employment status: Unemployed,MR Egger,-1.663525722,2.255668325,4.61E-01,1.89E-01,2.28E-03,1.58E+01,1.31E-27,1.37E-27,0.437673351
ANX,Current employment status: Unemployed,MR Egger,-1.663525722,2.255668325,4.61E-01,1.89E-01,2.28E-03,1.58E+01,1.31E-27,1.37E-27,0.437673351
ANX,Body mass index (BMI) ,MR Egger,0.181407459,0.245816362,4.61E-01,1.20E+00,7.41E-01,1.94E+00,4.09E-01,4.21E-01,0.751756581
DEP,Operative procedures,Inverse variance weighted,0.286252974,0.388799061,4.62E-01,1.33E+00,6.21E-01,2.85E+00,1.32E-01,1.36E-01,0.949318884
SCZ,Gestational diabetes (for exclusion) ,Simple mode,-0.029443943,0.036199967,4.62E-01,9.71E-01,9.04E-01,1.04E+00,4.04E-01,3.28E-02,0.070558576
OCD,Qualifications: College or University degree ,MR Egger,-1.01124431,1.373145847,4.62E-01,3.64E-01,2.47E-02,5.37E+00,7.01E-11,6.87E-12,0.008009552
BP,Diagnoses - main ICD10: I25.1 Atherosclerotic heart disease ,MR Egger,1.832835067,2.455564922,4.62E-01,6.25E+00,5.08E-02,7.70E+02,8.84E-01,8.85E-01,0.371424741
BP,Childhood obesity ,Inverse variance weighted,-0.017313132,0.023576293,4.63E-01,9.83E-01,9.38E-01,1.03E+00,1.25E-01,2.14E-01,0.857272036
PTSD,Operation code: caesarean section / caesarian section ,Inverse variance weighted,-2.066129492,2.821274444,4.64E-01,1.27E-01,5.03E-04,3.19E+01,6.42E-01,3.60E-01,0.405554352
ED,Living alone,MR Egger,1.557255798,2.126584271,4.64E-01,4.75E+00,7.35E-02,3.07E+02,3.88E-01,3.94E-01,0.750780149
ANX,Alzheimer's disease or family history of Alzheimer's disease ,Weighted mode,-0.065081212,0.088237192,4.66E-01,9.37E-01,7.88E-01,1.11E+00,1.20E-02,1.54E-02,0.736557952
ANX,Behauvioural and emotional disorders with onset usually occuring in childhood and adolescence,MR Egger,0.035511103,0.04871084,4.66E-01,1.04E+00,9.42E-01,1.14E+00,5.57E-09,1.67E-09,0.000624709
DEP,Mineral and other dietary supplements: Zinc ,Weighted median,-1.039186343,1.432446074,4.68E-01,3.54E-01,2.13E-02,5.86E+00,3.91E-02,8.97E-02,0.77722608
BP,Diabetes mellitus ,Inverse variance weighted,-0.01423979,0.019640116,4.68E-01,9.86E-01,9.49E-01,1.02E+00,2.98E-01,2.88E-01,0.274908982
PTSD,Ever taken cannabis ,Inverse variance weighted,0.016416716,0.022679624,4.69E-01,1.02E+00,9.72E-01,1.06E+00,1.18E-01,1.36E-01,0.490034171
DEP,Allergic rhinitis ,Simple mode,-0.029507704,0.033347571,4.70E-01,9.71E-01,9.09E-01,1.04E+00,6.48E-01,8.73E-01,0.844709241
OCD,Birth weight ,Weighted mode,-0.25294365,0.348600466,4.70E-01,7.77E-01,3.92E-01,1.54E+00,1.16E-01,1.27E-01,0.831139804
OCD,Unspecified maternal hypertension,Inverse variance weighted,-0.001773274,0.002453428,4.70E-01,9.98E-01,9.93E-01,1.00E+00,2.71E-01,2.72E-01,0.371759617
PTSD,Allergic rhinitis ,Weighted mode,0.099665102,0.11274804,4.70E-01,1.10E+00,8.86E-01,1.38E+00,2.56E-01,4.86E-01,0.786689129
BP,Diagnoses - secondary ICD10: I10 Essential (primary) hypertension ,Weighted median,-0.286831025,0.397829317,4.71E-01,7.51E-01,3.44E-01,1.64E+00,3.84E-01,4.14E-01,0.736685574
ANX,Primary sclerosing cholangitis ,Weighted mode,-0.05910636,0.079422815,4.71E-01,9.43E-01,8.07E-01,1.10E+00,3.17E-01,3.92E-01,0.843794435
ALZ,Congenital cytomegalovirus infection,Simple mode,0.109920866,0.148874391,4.72E-01,1.12E+00,8.34E-01,1.49E+00,3.94E-01,4.59E-01,0.845263594
OCD,Diagnoses - main ICD10: I25.1 Atherosclerotic heart disease ,Inverse variance weighted,1.81479666,2.525044087,4.72E-01,6.14E+00,4.35E-02,8.66E+02,7.34E-03,8.56E-03,0.527309938
SCZ,Type 2 diabetes ,Weighted median,-0.019271127,0.026855609,4.73E-01,9.81E-01,9.31E-01,1.03E+00,1.58E-15,2.37E-15,0.803993711
PTSD,"Diagnoses - secondary ICD10: E03.9 Hypothyroidism, unspecified ",Simple mode,-1.815506068,2.505128721,4.73E-01,1.63E-01,1.20E-03,2.21E+01,3.33E-07,3.55E-07,0.477148258
ASD,Primary sclerosing cholangitis ,Weighted median,-0.012371472,0.017291731,4.74E-01,9.88E-01,9.55E-01,1.02E+00,3.17E-01,3.92E-01,0.843794435
OCD,Ever taken cannabis ,Inverse variance weighted,0.05315402,0.074322682,4.74E-01,1.05E+00,9.12E-01,1.22E+00,5.95E-01,7.18E-01,0.945702243
OCD,"Illness, injury, bereavement, stress in last 2 years: Financial difficulties ",Simple mode,4.167286934,5.475469835,4.75E-01,6.45E+01,1.41E-03,2.96E+06,3.55E-01,4.44E-01,0.731465866
SCZ,Gestational diabetes (for exclusion) ,Simple mode,-0.029443943,0.03760582,4.77E-01,9.71E-01,9.02E-01,1.05E+00,4.04E-01,3.28E-02,0.070558576
BP,Tea intake ,Simple mode,0.262471787,0.366441033,4.78E-01,1.30E+00,6.34E-01,2.67E+00,3.20E-02,3.75E-02,0.591047064
PTSD,Autoimmune diseases ,Inverse variance weighted,-0.016960945,0.023931101,4.78E-01,9.83E-01,9.38E-01,1.03E+00,2.74E-05,3.77E-05,0.700159744
PTSD,Gestational diabetes (for exclusion) ,Inverse variance weighted,0.024174186,0.034145478,4.79E-01,1.02E+00,9.58E-01,1.10E+00,4.04E-01,3.28E-02,0.070558576
PTSD,Gestational diabetes (for exclusion) ,Inverse variance weighted,0.024174186,0.034145478,4.79E-01,1.02E+00,9.58E-01,1.10E+00,4.04E-01,3.28E-02,0.070558576
OCD,Neuroticism score ,Weighted mode,-0.154294018,0.217248637,4.79E-01,8.57E-01,5.60E-01,1.31E+00,1.55E-10,6.41E-11,0.134958317
ASD,Primary biliary cirrhosis ,Weighted mode,-0.014820727,0.020579715,4.79E-01,9.85E-01,9.46E-01,1.03E+00,1.27E-01,1.49E-01,0.571743678
ASD,Primary sclerosing cholangitis ,Simple mode,-0.020369899,0.02808437,4.79E-01,9.80E-01,9.27E-01,1.04E+00,3.17E-01,3.92E-01,0.843794435
ALZ,smoking initiation ,MR Egger,-0.206376698,0.290533065,4.79E-01,8.14E-01,4.60E-01,1.44E+00,3.65E-03,4.20E-03,0.596309197
DEP,Diagnoses - secondary ICD10: I10 Essential (primary) hypertension ,Simple mode,-0.304224932,0.428021842,4.80E-01,7.38E-01,3.19E-01,1.71E+00,3.02E-02,3.57E-02,0.763537701
ASD,Trauma exposure ,MR Egger,1.097798893,1.367750586,4.81E-01,3.00E+00,2.05E-01,4.38E+01,8.43E-01,8.67E-01,0.555428028
DEP,Serum 25-Hydroxyvitamin D levels ,Weighted median,0.020433274,0.028989065,4.81E-01,1.02E+00,9.64E-01,1.08E+00,4.60E-05,9.74E-06,0.021248455
ADHD,"Diagnoses - secondary ICD10: E03.9 Hypothyroidism, unspecified ",MR Egger,1.492042357,2.09576641,4.82E-01,4.45E+00,7.31E-02,2.70E+02,1.75E-02,1.68E-02,0.349102587
PTSD,Primary biliary cirrhosis ,Weighted median,0.011701347,0.016645147,4.82E-01,1.01E+00,9.79E-01,1.05E+00,4.61E-05,7.85E-05,0.924368959
ED,Autoimmune diseases ,Simple mode,0.059385834,0.083671178,4.82E-01,1.06E+00,9.01E-01,1.25E+00,3.84E-01,4.13E-01,0.598546243
ASD,Heart rate ,MR Egger,-0.025791491,0.035654414,4.82E-01,9.75E-01,9.09E-01,1.05E+00,2.36E-01,2.98E-01,0.944759356
ED,Current employment status: Unemployed,Weighted median,0.595792625,0.850392172,4.84E-01,1.81E+00,3.43E-01,9.61E+00,2.09E-02,2.17E-02,0.852825766
ADHD,"Non-cancer illness code, self-reported: psoriasis ",MR Egger,0.744139649,1.039810264,4.85E-01,2.10E+00,2.74E-01,1.62E+01,6.04E-02,6.70E-02,0.473949627
PTSD,Operative procedures,Weighted median,-1.109787994,1.587659909,4.85E-01,3.30E-01,1.47E-02,7.40E+00,1.90E-08,2.06E-08,0.716297006
DEP,Childhood obesity ,Inverse variance weighted,0.015972756,0.02285959,4.85E-01,1.02E+00,9.72E-01,1.06E+00,5.83E-01,4.44E-01,0.274383991
OCD,Unspecified maternal hypertension,MR Egger,-0.002900678,0.00416075,4.86E-01,9.97E-01,9.89E-01,1.01E+00,2.71E-01,2.72E-01,0.371759617
BP,"Illness, injury, bereavement, stress in last 2 years: Death of a spouse or partner",Weighted median,-0.360906048,0.518400412,4.86E-01,6.97E-01,2.52E-01,1.93E+00,9.96E-02,1.01E-01,0.485657442
ALZ,Childhood obesity ,Weighted mode,-0.032028638,0.041832906,4.87E-01,9.68E-01,8.92E-01,1.05E+00,6.45E-01,7.97E-01,0.948885633
SCZ,Operation code: caesarean section / caesarian section ,Simple mode,1.789224403,2.117761966,4.87E-01,5.98E+00,9.43E-02,3.80E+02,6.42E-01,3.60E-01,0.405554352
ANX,Diagnoses - secondary ICD10: I10 Essential (primary) hypertension ,Inverse variance weighted,0.535318576,0.771408324,4.88E-01,1.71E+00,3.77E-01,7.75E+00,3.84E-01,4.14E-01,0.736685574
ALZ,Childhood obesity ,Simple mode,-0.031183524,0.040877213,4.88E-01,9.69E-01,8.95E-01,1.05E+00,6.45E-01,7.97E-01,0.948885633
ADHD,Primary biliary cirrhosis ,Weighted mode,0.011006376,0.015601309,4.88E-01,1.01E+00,9.81E-01,1.04E+00,2.08E-04,3.20E-04,0.776661996
ALZ,"Illness, injury, bereavement, stress in last 2 years: Financial difficulties ",Simple mode,-1.599681137,2.208052448,4.89E-01,2.02E-01,2.67E-03,1.53E+01,1.90E-01,2.58E-01,0.772673041
BP,Age at first birth ,Weighted mode,-0.060204124,0.086389458,4.89E-01,9.42E-01,7.95E-01,1.12E+00,2.94E-01,3.06E-01,0.438959952
SCZ,Ever taken cannabis ,Inverse variance weighted,-0.010125677,0.014660924,4.90E-01,9.90E-01,9.62E-01,1.02E+00,1.18E-01,1.36E-01,0.490034171
DEP,"Non-cancer illness code, self-reported: diabetes ",Weighted mode,-0.257360065,0.370434756,4.90E-01,7.73E-01,3.74E-01,1.60E+00,8.17E-01,8.27E-01,0.459888989
