Psychiatric disorder,Risk phenotype,Method,Beta,Standard error,P-value,OR,OR_lci95,OR_uci95,Q Pvalue(MREgger),Q Pvalue(IVW),Intercept PValue
DEP,Nitrogen dioxide air pollution; 2010 ,Inverse variance weighted,-0.227326649,0.329365185,4.90E-01,7.97E-01,4.18E-01,1.52E+00,1.60E-01,1.05E-01,0.241107647
ALZ,Fresh fruit intake ,Simple mode,-0.386012193,0.556091547,4.91E-01,6.80E-01,2.29E-01,2.02E+00,5.53E-05,7.29E-05,0.686175326
ANX,Mineral and other dietary supplements: Zinc ,Simple mode,9.591250482,11.49023283,4.92E-01,1.46E+04,2.43E-06,8.83E+13,8.67E-01,9.76E-01,0.910201837
DEP,Primary biliary cirrhosis ,Simple mode,-0.007467389,0.010689216,4.94E-01,9.93E-01,9.72E-01,1.01E+00,7.11E-03,9.34E-03,0.653885458
ED,Rubella vaccination,MR Egger,0.0035167,0.005140177,4.94E-01,1.00E+00,9.93E-01,1.01E+00,5.09E-01,5.12E-01,0.390441143
ALZ,Birth weight ,Weighted mode,0.115927514,0.169051116,4.94E-01,1.12E+00,8.06E-01,1.56E+00,1.47E-03,1.71E-03,0.700392849
OCD,Intelligence ,Simple mode,-0.349015925,0.50939153,4.94E-01,7.05E-01,2.60E-01,1.91E+00,1.44E-11,1.54E-11,0.454530892
ALZ,Iron intake,Weighted median,0.718981542,1.054660416,4.95E-01,2.05E+00,2.60E-01,1.62E+01,3.94E-01,4.59E-01,0.053714618
ED,Extraversion,Weighted median,0.00194269,0.002850044,4.95E-01,1.00E+00,9.96E-01,1.01E+00,2.10E-01,2.11E-01,0.406035228
OCD,Ever taken cannabis ,Weighted mode,0.069704405,0.090325854,4.97E-01,1.07E+00,8.98E-01,1.28E+00,5.95E-01,7.18E-01,0.945702243
SCZ,Alzheimer's disease or family history of Alzheimer's disease ,Simple mode,-0.029836557,0.043429954,4.97E-01,9.71E-01,8.91E-01,1.06E+00,3.67E-06,4.60E-06,0.570012981
BP,Body mass index (BMI) ,Inverse variance weighted,-0.031059305,0.045783216,4.98E-01,9.69E-01,8.86E-01,1.06E+00,4.09E-01,4.21E-01,0.751756581
BP,"Non-cancer illness code, self-reported: diabetes ",MR Egger,-1.018076105,1.494546556,4.98E-01,3.61E-01,1.93E-02,6.76E+00,1.15E-01,1.31E-01,0.739258283
ADHD,Primary biliary cirrhosis ,Weighted median,0.007130634,0.010534375,4.98E-01,1.01E+00,9.87E-01,1.03E+00,2.08E-04,3.20E-04,0.776661996
ED,Age at first birth ,Inverse variance weighted,-0.036196419,0.053489666,4.99E-01,9.64E-01,8.68E-01,1.07E+00,3.41E-04,1.34E-04,0.098355856
SCZ,Ever taken cannabis ,MR Egger,-0.049597748,0.068936295,4.99E-01,9.52E-01,8.31E-01,1.09E+00,1.18E-01,1.36E-01,0.490034171
OCD,Diagnoses - main ICD10: I25.1 Atherosclerotic heart disease ,Weighted mode,2.436495644,3.550479427,4.99E-01,1.14E+01,1.09E-02,1.20E+04,7.34E-03,8.56E-03,0.527309938
OCD,Mineral and other dietary supplements: Zinc ,Weighted median,6.00619407,8.89042849,4.99E-01,4.06E+02,1.10E-05,1.50E+10,3.91E-02,8.97E-02,0.77722608
ANX,Unspecified maternal hypertension,Weighted median,-0.004338781,0.006442164,5.01E-01,9.96E-01,9.83E-01,1.01E+00,1.20E-09,9.55E-10,0.089885104
OCD,Birth weight ,MR Egger,-0.288310297,0.426946171,5.01E-01,7.50E-01,3.25E-01,1.73E+00,1.16E-01,1.27E-01,0.831139804
ED,Diagnoses - main ICD10: I25.1 Atherosclerotic heart disease ,MR Egger,-2.333950044,3.413859841,5.01E-01,9.69E-02,1.20E-04,7.80E+01,7.34E-03,8.56E-03,0.527309938
BP,Mineral and other dietary supplements: Zinc ,Weighted mode,2.870447729,3.539090005,5.02E-01,1.76E+01,1.71E-02,1.82E+04,8.67E-01,9.76E-01,0.910201837
ED,Iron intake,Inverse variance weighted,-0.8390045,1.252486142,5.03E-01,4.32E-01,3.71E-02,5.03E+00,4.26E-01,4.23E-01,0.225977787
ADHD,Gestational diabetes (for exclusion) ,MR Egger,0.049013983,0.060504094,5.03E-01,1.05E+00,9.33E-01,1.18E+00,6.28E-01,7.17E-01,0.582055872
ADHD,Gestational diabetes (for exclusion) ,MR Egger,0.049013983,0.060504094,5.03E-01,1.05E+00,9.33E-01,1.18E+00,6.28E-01,7.17E-01,0.582055872
ALZ,Mineral and other dietary supplements: Zinc ,Weighted median,-2.026820964,3.032110166,5.04E-01,1.32E-01,3.46E-04,5.02E+01,4.09E-01,7.09E-01,0.954863439
ED,Current employment status: Unemployed,Weighted median,0.595792625,0.89178187,5.04E-01,1.81E+00,3.16E-01,1.04E+01,2.09E-02,2.17E-02,0.852825766
OCD,Alzheimer's disease or family history of Alzheimer's disease ,MR Egger,0.056949755,0.084198954,5.04E-01,1.06E+00,8.98E-01,1.25E+00,2.36E-01,2.37E-01,0.351905335
ED,"Illness, injury, bereavement, stress in last 2 years: Financial difficulties ",Weighted median,-1.547114931,2.316842142,5.04E-01,2.13E-01,2.27E-03,2.00E+01,3.55E-01,4.44E-01,0.731465866
PTSD,Iron intake,Weighted median,1.130218668,1.695745677,5.05E-01,3.10E+00,1.12E-01,8.60E+01,6.04E-08,4.96E-08,0.089450444
SCZ,"Diagnoses - main ICD10: J45.9 Asthma, unspecified ",MR Egger,43.10494826,59.03751214,5.06E-01,5.25E+18,2.93E-32,9.42E+68,1.22E-03,2.50E-03,0.790492349
ALZ,"Illness, injury, bereavement, stress in last 2 years: Death of a spouse or partner",Inverse variance weighted,-0.244120574,0.367446409,5.06E-01,7.83E-01,3.81E-01,1.61E+00,3.94E-01,4.59E-01,0.393306978
ANX,Nitrogen dioxide air pollution; 2010 ,Weighted median,-1.005920036,1.51422159,5.06E-01,3.66E-01,1.88E-02,7.11E+00,6.78E-03,5.57E-03,0.439793617
ANX,Age at first birth ,Weighted mode,-0.126231806,0.188734968,5.07E-01,8.81E-01,6.09E-01,1.28E+00,2.94E-01,3.06E-01,0.438959952
BP,Diagnoses - main ICD10: I25.1 Atherosclerotic heart disease ,Weighted median,0.703557033,1.059280105,5.07E-01,2.02E+00,2.53E-01,1.61E+01,8.84E-01,8.85E-01,0.371424741
ASD,Behauvioural and emotional disorders with onset usually occuring in childhood and adolescence,MR Egger,0.006091911,0.009178191,5.07E-01,1.01E+00,9.88E-01,1.02E+00,5.57E-09,1.67E-09,0.000624709
ALZ,Extraversion,MR Egger,0.001629456,0.002455248,5.07E-01,1.00E+00,9.97E-01,1.01E+00,3.94E-01,4.59E-01,0.582683346
ASD,Mineral and other dietary supplements: Zinc ,Weighted median,3.177350626,4.791639822,5.07E-01,2.40E+01,2.00E-03,2.87E+05,8.67E-01,9.76E-01,0.910201837
ED,"Non-cancer illness code, self-reported: psoriasis ",Inverse variance weighted,0.714346754,1.078031526,5.08E-01,2.04E+00,2.47E-01,1.69E+01,1.37E-02,1.99E-02,0.881156109
ADHD,Chickenpox,Weighted median,-0.826952368,1.249380447,5.08E-01,4.37E-01,3.78E-02,5.06E+00,7.34E-27,8.28E-27,0.600212941
PTSD,"Diagnoses - secondary ICD10: E03.9 Hypothyroidism, unspecified ",Inverse variance weighted,-0.636422629,0.963907069,5.09E-01,5.29E-01,8.00E-02,3.50E+00,3.33E-07,3.55E-07,0.477148258
ANX,Chickenpox,Inverse variance weighted,-1.486727369,2.255108867,5.10E-01,2.26E-01,2.72E-03,1.88E+01,7.34E-27,8.28E-27,0.600212941
ED,"Illness, injury, bereavement, stress in last 2 years: Financial difficulties ",Weighted median,-1.547114931,2.347843475,5.10E-01,2.13E-01,2.14E-03,2.12E+01,3.55E-01,4.44E-01,0.731465866
DEP,Diagnoses - main ICD10: I25.1 Atherosclerotic heart disease ,Inverse variance weighted,0.248723334,0.377519381,5.10E-01,1.28E+00,6.12E-01,2.69E+00,7.34E-03,8.56E-03,0.527309938
ADHD,Type 2 diabetes ,MR Egger,-0.029657973,0.044884214,5.10E-01,9.71E-01,8.89E-01,1.06E+00,2.95E-10,2.10E-11,0.021489974
ADHD,College completion ,Simple mode,-0.103006069,0.129985368,5.11E-01,9.02E-01,6.99E-01,1.16E+00,6.37E-01,7.26E-01,0.634476409
ADHD,Fresh fruit intake ,Inverse variance weighted,-0.185320868,0.282108318,5.11E-01,8.31E-01,4.78E-01,1.44E+00,3.22E-13,5.83E-13,0.955496332
BP,Primary sclerosing cholangitis ,Simple mode,0.018368437,0.02732308,5.12E-01,1.02E+00,9.65E-01,1.07E+00,3.17E-01,3.92E-01,0.843794435
SCZ,Ever taken cannabis ,Simple mode,-0.022381796,0.032376129,5.12E-01,9.78E-01,9.18E-01,1.04E+00,1.18E-01,1.36E-01,0.490034171
ALZ,Operation code: caesarean section / caesarian section ,MR Egger,7.703996635,7.997323213,5.12E-01,2.22E+03,3.45E-04,1.42E+10,8.04E-01,4.64E-01,0.438824537
DEP,"Non-cancer illness code, self-reported: diabetes ",Inverse variance weighted,-0.127568104,0.194544675,5.12E-01,8.80E-01,6.01E-01,1.29E+00,8.17E-01,8.27E-01,0.459888989
ANX,Diabetes mellitus ,Inverse variance weighted,0.037799436,0.057655502,5.12E-01,1.04E+00,9.28E-01,1.16E+00,2.98E-01,2.88E-01,0.274908982
ANX,Type 2 diabetes ,Simple mode,0.106674824,0.162245789,5.12E-01,1.11E+00,8.10E-01,1.53E+00,6.07E-02,6.65E-02,0.613324742
ED,Current employment status: Unemployed,MR Egger,0.846616197,1.292890151,5.13E-01,2.33E+00,1.85E-01,2.94E+01,2.09E-02,2.17E-02,0.852825766
ED,Current employment status: Unemployed,MR Egger,0.846616197,1.292890151,5.13E-01,2.33E+00,1.85E-01,2.94E+01,2.09E-02,2.17E-02,0.852825766
ADHD,Autoimmune diseases ,Simple mode,0.029327806,0.044432238,5.13E-01,1.03E+00,9.44E-01,1.12E+00,8.49E-02,1.02E-01,0.841474556
ED,"Diagnoses - secondary ICD10: E03.9 Hypothyroidism, unspecified ",Inverse variance weighted,0.746564162,1.141839745,5.13E-01,2.11E+00,2.25E-01,1.98E+01,1.50E-01,1.78E-01,0.835795114
PTSD,Serum 25-Hydroxyvitamin D levels ,Weighted mode,-0.067763484,0.103492463,5.14E-01,9.34E-01,7.63E-01,1.14E+00,6.95E-10,1.00E-09,0.905174633
DEP,Intelligence ,Weighted mode,0.062647393,0.096163516,5.16E-01,1.06E+00,8.82E-01,1.29E+00,1.44E-11,1.54E-11,0.454530892
ALZ,Mineral and other dietary supplements: Zinc ,Weighted mode,-2.633873454,3.371961758,5.17E-01,7.18E-02,9.68E-05,5.33E+01,4.09E-01,7.09E-01,0.954863439
BP,Age at first birth ,MR Egger,0.127980648,0.196478793,5.18E-01,1.14E+00,7.73E-01,1.67E+00,2.94E-01,3.06E-01,0.438959952
ASD,Serum 25-Hydroxyvitamin D levels ,Inverse variance weighted,0.049152551,0.076351522,5.20E-01,1.05E+00,9.04E-01,1.22E+00,1.06E-01,1.16E-01,0.636334511
ADHD,Caffeine,Weighted median,-0.295304824,0.458850861,5.20E-01,7.44E-01,3.03E-01,1.83E+00,9.17E-15,7.36E-15,0.123982374
PTSD,Behauvioural and emotional disorders with onset usually occuring in childhood and adolescence,MR Egger,0.005624139,0.008745651,5.20E-01,1.01E+00,9.89E-01,1.02E+00,1.65E-01,1.56E-01,0.070420239
OCD,"Illness, injury, bereavement, stress in last 2 years: Financial difficulties ",Simple mode,4.167286934,6.113488105,5.21E-01,6.45E+01,4.04E-04,1.03E+07,3.55E-01,4.44E-01,0.731465866
BP,"Non-cancer illness code, self-reported: diabetes ",Weighted mode,-0.502486948,0.783051617,5.23E-01,6.05E-01,1.30E-01,2.81E+00,1.15E-01,1.31E-01,0.739258283
SCZ,Qualifications: College or University degree ,Weighted mode,0.459270155,0.718952267,5.24E-01,1.58E+00,3.87E-01,6.48E+00,3.43E-52,4.00E-52,0.530344877
DEP,"Diagnoses - secondary ICD10: E03.9 Hypothyroidism, unspecified ",Simple mode,0.684457212,1.061484485,5.24E-01,1.98E+00,2.48E-01,1.59E+01,1.50E-01,1.78E-01,0.835795114
ASD,Body mass index (BMI) ,MR Egger,0.093250181,0.146484016,5.25E-01,1.10E+00,8.24E-01,1.46E+00,4.09E-01,4.21E-01,0.751756581
ANX,Nitrogen dioxide air pollution; 2010 ,Simple mode,-2.044004799,3.030568592,5.25E-01,1.30E-01,3.41E-04,4.92E+01,6.78E-03,5.57E-03,0.439793617
ANX,Heart rate ,Weighted mode,-0.02424352,0.03721255,5.25E-01,9.76E-01,9.07E-01,1.05E+00,2.36E-01,2.98E-01,0.944759356
OCD,Trauma exposure ,Weighted median,-0.146189049,0.230205217,5.25E-01,8.64E-01,5.50E-01,1.36E+00,7.16E-01,7.78E-01,0.565530554
BP,Diagnoses - secondary ICD10: I10 Essential (primary) hypertension ,Weighted mode,0.627181056,0.983182035,5.26E-01,1.87E+00,2.73E-01,1.29E+01,3.84E-01,4.14E-01,0.736685574
ALZ,Maternal smoking around birth ,Inverse variance weighted,0.239197356,0.376988516,5.26E-01,1.27E+00,6.07E-01,2.66E+00,3.94E-01,4.59E-01,0.731119401
ALZ,Mineral and other dietary supplements: Zinc ,Simple mode,-2.657651838,3.48884614,5.26E-01,7.01E-02,7.52E-05,6.54E+01,4.09E-01,7.09E-01,0.954863439
ADHD,Mineral and other dietary supplements: Zinc ,Inverse variance weighted,2.383913458,3.763523189,5.26E-01,1.08E+01,6.79E-03,1.73E+04,2.39E-02,7.39E-02,0.907485115
BP,Gestational diabetes (for exclusion) ,Weighted median,-0.015575829,0.024631303,5.27E-01,9.85E-01,9.38E-01,1.03E+00,4.16E-01,2.85E-01,0.236593224
PTSD,Heart rate ,Inverse variance weighted,0.006040272,0.009565386,5.28E-01,1.01E+00,9.87E-01,1.03E+00,1.20E-06,6.19E-07,0.36460977
PTSD,Primary sclerosing cholangitis ,MR Egger,-0.014384821,0.022385471,5.30E-01,9.86E-01,9.43E-01,1.03E+00,5.23E-04,1.42E-04,0.183882486
OCD,Age-related hearing impairment (MTAG) ,Inverse variance weighted,-0.213603046,0.339845454,5.30E-01,8.08E-01,4.15E-01,1.57E+00,6.59E-02,7.95E-02,0.672216691
OCD,"Illness, injury, bereavement, stress in last 2 years: Financial difficulties ",Weighted mode,3.788898257,5.682726672,5.30E-01,4.42E+01,6.43E-04,3.04E+06,3.55E-01,4.44E-01,0.731465866
ALZ,Maternal smoking around birth ,Weighted median,-0.330252327,0.526299418,5.30E-01,7.19E-01,2.56E-01,2.02E+00,3.94E-01,4.59E-01,0.731119401
ALZ,Type 1 diabetes ,Weighted mode,-0.009958144,0.015717246,5.30E-01,9.90E-01,9.60E-01,1.02E+00,1.73E-01,1.09E-01,0.081797268
DEP,Allergic rhinitis ,Weighted mode,-0.02601831,0.034613934,5.31E-01,9.74E-01,9.10E-01,1.04E+00,6.48E-01,8.73E-01,0.844709241
ADHD,Congenital cytomegalovirus infection,Simple mode,-0.208015293,0.276809266,5.31E-01,8.12E-01,4.72E-01,1.40E+00,2.33E-01,2.66E-01,0.523192313
BP,Age at first birth ,Simple mode,-0.060204124,0.095341575,5.31E-01,9.42E-01,7.81E-01,1.14E+00,2.94E-01,3.06E-01,0.438959952
OCD,"Illness, injury, bereavement, stress in last 2 years: Financial difficulties ",Weighted mode,3.788898257,5.703663993,5.31E-01,4.42E+01,6.17E-04,3.17E+06,3.55E-01,4.44E-01,0.731465866
SCZ,Primary biliary cirrhosis ,Weighted median,-0.00703148,0.011236676,5.31E-01,9.93E-01,9.71E-01,1.02E+00,4.61E-05,7.85E-05,0.924368959
SCZ,Age-related hearing impairment (MTAG) ,MR Egger,-0.392887389,0.620221317,5.32E-01,6.75E-01,2.00E-01,2.28E+00,7.86E-03,9.80E-03,0.618456104
BP,Gestational diabetes (for exclusion) ,Weighted median,-0.015575829,0.024955198,5.33E-01,9.85E-01,9.38E-01,1.03E+00,4.16E-01,2.85E-01,0.236593224
ANX,Diagnoses - secondary ICD10: I10 Essential (primary) hypertension ,Simple mode,1.573422845,2.508603645,5.33E-01,4.82E+00,3.53E-02,6.59E+02,3.84E-01,4.14E-01,0.736685574
BP,Sleeplessness / insomnia ,MR Egger,0.58344599,0.928588756,5.34E-01,1.79E+00,2.90E-01,1.11E+01,4.11E-01,4.31E-01,0.461291419
DEP,Type 1 diabetes ,Weighted mode,0.003911863,0.0062225,5.34E-01,1.00E+00,9.92E-01,1.02E+00,9.77E-01,9.82E-01,0.667597956
ANX,Age-related hearing impairment (MTAG) ,MR Egger,-1.349119499,2.144612324,5.35E-01,2.59E-01,3.88E-03,1.74E+01,5.47E-01,6.00E-01,0.791362667
ASD,Age-related hearing impairment (MTAG) ,Simple mode,-0.430786597,0.686995351,5.36E-01,6.50E-01,1.69E-01,2.50E+00,5.47E-01,6.00E-01,0.791362667
ED,Diabetes mellitus ,Weighted median,0.023957415,0.038667735,5.36E-01,1.02E+00,9.49E-01,1.10E+00,5.60E-01,5.56E-01,0.300889221
OCD,Heart rate ,Weighted mode,-0.020391417,0.032236358,5.37E-01,9.80E-01,9.20E-01,1.04E+00,6.88E-01,6.94E-01,0.381703376
ANX,Diagnoses - main ICD10: I25.1 Atherosclerotic heart disease ,MR Egger,3.69897864,5.91674265,5.37E-01,4.04E+01,3.72E-04,4.39E+06,8.84E-01,8.85E-01,0.371424741
PTSD,Intelligence ,Weighted mode,-0.171381089,0.277677285,5.38E-01,8.43E-01,4.89E-01,1.45E+00,6.21E-49,1.56E-49,0.232036593
ASD,Age at first birth ,Weighted median,-0.030686895,0.050004391,5.39E-01,9.70E-01,8.79E-01,1.07E+00,2.94E-01,3.06E-01,0.438959952
ADHD,Type 1 diabetes ,Weighted mode,0.003632601,0.005857912,5.39E-01,1.00E+00,9.92E-01,1.02E+00,3.02E-02,3.24E-02,0.44792816
ASD,"Non-cancer illness code, self-reported: psoriasis ",Inverse variance weighted,-0.810966468,1.322634652,5.40E-01,4.44E-01,3.33E-02,5.94E+00,9.52E-01,9.05E-01,0.168371825
ALZ,Educational attainment,MR Egger,0.043696838,0.071450336,5.41E-01,1.04E+00,9.08E-01,1.20E+00,3.94E-01,4.59E-01,0.673752198
OCD,Maternal smoking around birth ,Weighted median,0.882249739,1.443440662,5.41E-01,2.42E+00,1.43E-01,4.09E+01,1.26E-03,2.10E-03,0.872675286
ALZ,Type 2 diabetes ,MR Egger,0.024272193,0.039611518,5.41E-01,1.02E+00,9.48E-01,1.11E+00,1.68E-03,2.05E-03,0.941907728
OCD,Autoimmune diseases ,MR Egger,-0.090605374,0.14693013,5.42E-01,9.13E-01,6.85E-01,1.22E+00,3.84E-01,4.13E-01,0.598546243
DEP,Autoimmune diseases ,Simple mode,0.015616518,0.025402473,5.42E-01,1.02E+00,9.66E-01,1.07E+00,3.84E-01,4.13E-01,0.598546243
DEP,Caffeine,MR Egger,-0.189291682,0.310813826,5.43E-01,8.28E-01,4.50E-01,1.52E+00,1.66E-01,1.66E-01,0.347532961
OCD,Diagnoses - main ICD10: I25.1 Atherosclerotic heart disease ,Simple mode,3.222169922,5.219333288,5.43E-01,2.51E+01,9.05E-04,6.95E+05,7.34E-03,8.56E-03,0.527309938
PTSD,Primary biliary cirrhosis ,Simple mode,0.018940165,0.030653155,5.43E-01,1.02E+00,9.60E-01,1.08E+00,4.61E-05,7.85E-05,0.924368959
ALZ,Intelligence ,Simple mode,-0.124655042,0.204629655,5.43E-01,8.83E-01,5.91E-01,1.32E+00,3.88E-09,4.32E-09,0.491761243
ASD,Age-related hearing impairment (MTAG) ,Weighted mode,-0.458947687,0.751317597,5.46E-01,6.32E-01,1.45E-01,2.76E+00,5.47E-01,6.00E-01,0.791362667
ASD,Heart rate ,Inverse variance weighted,0.005442404,0.009016376,5.46E-01,1.01E+00,9.88E-01,1.02E+00,2.36E-01,2.98E-01,0.944759356
BP,Diagnoses - secondary ICD10: I10 Essential (primary) hypertension ,Simple mode,0.536106709,0.885150703,5.47E-01,1.71E+00,3.02E-01,9.69E+00,3.84E-01,4.14E-01,0.736685574
SCZ,Sleeplessness / insomnia ,MR Egger,0.779985445,1.282692612,5.47E-01,2.18E+00,1.77E-01,2.70E+01,1.01E-12,1.94E-12,0.955004357
ED,Viral infection,Weighted median,-1.571237081,2.610297574,5.47E-01,2.08E-01,1.25E-03,3.46E+01,1.78E-01,1.81E-01,0.513512517
ASD,Living alone,MR Egger,1.085100353,1.803623916,5.48E-01,2.96E+00,8.63E-02,1.02E+02,2.91E-16,3.32E-16,0.857891204
DEP,Diagnoses - secondary ICD10: I10 Essential (primary) hypertension ,Weighted mode,-0.184754155,0.305608574,5.48E-01,8.31E-01,4.57E-01,1.51E+00,3.02E-02,3.57E-02,0.763537701
SCZ,Age at first birth ,Weighted mode,0.04871589,0.080424959,5.48E-01,1.05E+00,8.97E-01,1.23E+00,3.09E-13,1.34E-13,0.278809734
PTSD,Nitrogen dioxide air pollution; 2010 ,MR Egger,-1.803895222,2.835579614,5.48E-01,1.65E-01,6.35E-04,4.27E+01,3.06E-03,6.01E-03,0.906361827
ASD,Primary biliary cirrhosis ,Inverse variance weighted,0.00897696,0.014951298,5.48E-01,1.01E+00,9.80E-01,1.04E+00,1.27E-01,1.49E-01,0.571743678
BP,Alzheimer's disease or family history of Alzheimer's disease ,Inverse variance weighted,0.014641471,0.024514179,5.50E-01,1.01E+00,9.67E-01,1.06E+00,1.20E-02,1.54E-02,0.736557952
ANX,Operative procedures,MR Egger,-3.039643587,5.09043875,5.50E-01,4.79E-02,2.22E-06,1.03E+03,8.10E-36,8.16E-36,0.376680089
OCD,Diabetes mellitus ,MR Egger,-0.072191122,0.120054105,5.51E-01,9.30E-01,7.35E-01,1.18E+00,5.60E-01,5.56E-01,0.300889221
ADHD,Sleeplessness / insomnia ,Simple mode,0.3101362,0.515432397,5.51E-01,1.36E+00,4.97E-01,3.74E+00,7.23E-19,7.99E-19,0.546926226
ADHD,Diabetes mellitus ,Weighted mode,-0.016950513,0.028263874,5.52E-01,9.83E-01,9.30E-01,1.04E+00,3.41E-03,3.96E-03,0.548392213
BP,Behauvioural and emotional disorders with onset usually occuring in childhood and adolescence,Weighted median,0.003314338,0.005572548,5.52E-01,1.00E+00,9.92E-01,1.01E+00,2.99E-01,3.02E-01,0.414593205
ANX,Primary biliary cirrhosis ,Weighted mode,-0.04017042,0.06635773,5.52E-01,9.61E-01,8.43E-01,1.09E+00,1.27E-01,1.49E-01,0.571743678
OCD,Maternal smoking around birth ,Weighted median,0.882249739,1.485750497,5.53E-01,2.42E+00,1.31E-01,4.44E+01,1.26E-03,2.10E-03,0.872675286
ANX,Nitrogen dioxide air pollution; 2010 ,Weighted mode,-1.777837929,2.827900284,5.53E-01,1.69E-01,6.62E-04,4.32E+01,6.78E-03,5.57E-03,0.439793617
SCZ,"Diagnoses - secondary ICD10: E03.9 Hypothyroidism, unspecified ",Weighted mode,0.882129028,1.474466734,5.54E-01,2.42E+00,1.34E-01,4.35E+01,3.33E-07,3.55E-07,0.477148258
ANX,"Illness, injury, bereavement, stress in last 2 years: Death of a spouse or partner",Weighted median,-0.944220764,1.59485809,5.54E-01,3.89E-01,1.71E-02,8.86E+00,3.62E-27,4.32E-27,0.964007176
DEP,Gestational diabetes (for exclusion) ,MR Egger,0.061477268,0.0729045,5.54E-01,1.06E+00,9.22E-01,1.23E+00,8.65E-01,9.15E-01,0.662995418
DEP,Gestational diabetes (for exclusion) ,MR Egger,0.061477268,0.0729045,5.54E-01,1.06E+00,9.22E-01,1.23E+00,8.65E-01,9.15E-01,0.662995418
ADHD,Ever taken cannabis ,MR Egger,-0.105765446,0.164530897,5.55E-01,9.00E-01,6.52E-01,1.24E+00,1.40E-01,1.91E-01,0.620876264
OCD,Gestational diabetes (for exclusion) ,Weighted median,0.066128041,0.112247707,5.56E-01,1.07E+00,8.57E-01,1.33E+00,8.65E-01,9.15E-01,0.662995418
ASD,Current employment status: Unemployed,Weighted median,-0.431194835,0.733434597,5.57E-01,6.50E-01,1.54E-01,2.74E+00,1.31E-27,1.37E-27,0.437673351
ANX,Gestational diabetes (for exclusion) ,Weighted mode,-0.056089144,0.087790782,5.58E-01,9.45E-01,7.96E-01,1.12E+00,4.16E-01,2.85E-01,0.236593224
ED,"Illness, injury, bereavement, stress in last 2 years: Death of a spouse or partner",Inverse variance weighted,0.355312852,0.606691694,5.58E-01,1.43E+00,4.34E-01,4.69E+00,9.96E-02,1.01E-01,0.485657442
SCZ,Allergic rhinitis ,Weighted median,-0.033004733,0.056386274,5.58E-01,9.68E-01,8.66E-01,1.08E+00,2.56E-01,4.86E-01,0.786689129
DEP,Primary sclerosing cholangitis ,MR Egger,-0.011929161,0.019838158,5.59E-01,9.88E-01,9.50E-01,1.03E+00,4.36E-01,3.44E-01,0.145430993
ANX,Gestational diabetes (for exclusion) ,Weighted mode,-0.056089144,0.088140921,5.59E-01,9.45E-01,7.95E-01,1.12E+00,4.16E-01,2.85E-01,0.236593224
ANX,Current employment status: Unemployed,Weighted median,-0.890224016,1.527045494,5.60E-01,4.11E-01,2.06E-02,8.19E+00,1.31E-27,1.37E-27,0.437673351
PTSD,Diagnoses - main ICD10: I25.1 Atherosclerotic heart disease ,Inverse variance weighted,-0.631734177,1.085603988,5.61E-01,5.32E-01,6.33E-02,4.46E+00,2.15E-03,1.93E-03,0.354157699
ASD,Current employment status: Unemployed,Weighted median,-0.431194835,0.741519905,5.61E-01,6.50E-01,1.52E-01,2.78E+00,1.31E-27,1.37E-27,0.437673351
PTSD,Rubella vaccination,Inverse variance weighted,-0.001344035,0.002315621,5.62E-01,9.99E-01,9.94E-01,1.00E+00,1.70E-02,1.73E-02,0.444404848
ALZ,Intelligence ,Weighted mode,-0.124655042,0.214285659,5.62E-01,8.83E-01,5.80E-01,1.34E+00,3.88E-09,4.32E-09,0.491761243
OCD,Gestational diabetes (for exclusion) ,Weighted median,0.066128041,0.114128078,5.62E-01,1.07E+00,8.54E-01,1.34E+00,8.65E-01,9.15E-01,0.662995418
DEP,Intelligence ,Simple mode,0.068426386,0.117905103,5.63E-01,1.07E+00,8.50E-01,1.35E+00,1.44E-11,1.54E-11,0.454530892
ALZ,Living alone,MR Egger,-0.734457185,1.268424458,5.63E-01,4.80E-01,3.99E-02,5.76E+00,3.94E-01,4.59E-01,0.408728167
PTSD,Qualifications: College or University degree ,MR Egger,0.381457732,0.658003411,5.63E-01,1.46E+00,4.03E-01,5.32E+00,7.01E-11,6.87E-12,0.008009552
