"Gene","Tissue","Psychiatric.disorder","Method","Nsnp","Beta","SE","OR","P.value","Q_Pvalue.MREgger.","Q_Pvalue.IVW.","P.value.Intercept.","PPH4"
"SLC2A8","Brain Cerebellar Hemisphere","ADHD","Wald ratio",1,-0.019,0.021,0.981,0.383,NA,NA,NA,0.006813639
"BORCS5","Brain Cerebellar Hemisphere","ADHD","Wald ratio",1,0.027,0.031,1.027,0.384,NA,NA,NA,0.008310619
"RAD51B","Brain Cerebellar Hemisphere","ADHD","Inverse variance weighted",2,-0.016,0.018,0.984,0.384,NA,0.472574731,NA,0.002887873
"RAB3IL1","Brain Cerebellar Hemisphere","ADHD","Wald ratio",1,-0.031,0.036,0.97,0.384,NA,NA,NA,0.001338249
"CERNA1","Brain Cerebellar Hemisphere","ADHD","Wald ratio",1,0.025,0.028,1.025,0.384,NA,NA,NA,0.00923571
"AQP3","Brain Cerebellar Hemisphere","ADHD","Wald ratio",1,0.017,0.02,1.017,0.385,NA,NA,NA,0.003579282
"PLSCR1","Brain Cerebellar Hemisphere","ADHD","Wald ratio",1,0.024,0.028,1.025,0.385,NA,NA,NA,0.008707705
"DISP1","Brain Cerebellar Hemisphere","ADHD","Wald ratio",1,-0.012,0.014,0.988,0.386,NA,NA,NA,0.012761138
"TMEM14B-DT","Brain Cerebellar Hemisphere","ADHD","Wald ratio",1,0.016,0.018,1.016,0.387,NA,NA,NA,0.006989662
"LUZP2","Brain Cerebellar Hemisphere","ADHD","Wald ratio",1,-0.021,0.024,0.98,0.387,NA,NA,NA,0.000145689
"LINC01785","Brain Cerebellar Hemisphere","ADHD","Wald ratio",1,-0.023,0.026,0.977,0.389,NA,NA,NA,3.66e-05
"LINC01273","Brain Cerebellar Hemisphere","ADHD","Wald ratio",1,0.016,0.018,1.016,0.389,NA,NA,NA,0.002540993
"SIX2","Brain Cerebellar Hemisphere","ADHD","Wald ratio",1,-0.02,0.023,0.98,0.39,NA,NA,NA,0.000217895
"TGIF1","Brain Cerebellar Hemisphere","ADHD","Wald ratio",1,0.055,0.063,1.056,0.39,NA,NA,NA,0.008973964
"TTC23","Brain Cerebellar Hemisphere","ADHD","Wald ratio",1,-0.011,0.013,0.989,0.39,NA,NA,NA,0.00667312
"FLJ36000","Brain Cerebellar Hemisphere","ADHD","Wald ratio",1,-0.009,0.011,0.991,0.39,NA,NA,NA,0.008156328
"LINC01694","Brain Cerebellar Hemisphere","ADHD","Wald ratio",1,-0.014,0.016,0.986,0.391,NA,NA,NA,0.007575115
"EIF2AK1","Brain Cerebellar Hemisphere","ADHD","Inverse variance weighted",2,0.023,0.027,1.024,0.391,NA,0.246042877,NA,0.000530503
"SVEP1","Brain Cerebellar Hemisphere","ADHD","Wald ratio",1,-0.024,0.028,0.976,0.392,NA,NA,NA,0.006230463
"ZNF506","Brain Cerebellar Hemisphere","ADHD","Wald ratio",1,0.032,0.038,1.033,0.392,NA,NA,NA,0.00062011
"NUP35","Brain Cerebellar Hemisphere","ADHD","Wald ratio",1,0.034,0.04,1.035,0.392,NA,NA,NA,0.000413785
"CENPP","Brain Cerebellar Hemisphere","ADHD","Wald ratio",1,-0.01,0.011,0.99,0.392,NA,NA,NA,0.008828498
"SLC2A11","Brain Cerebellar Hemisphere","ADHD","Inverse variance weighted",2,-0.035,0.041,0.965,0.393,NA,0.143138404,NA,0.000200245
"C11orf87","Brain Cerebellar Hemisphere","ADHD","Wald ratio",1,0.028,0.032,1.028,0.393,NA,NA,NA,0.00166846
"KRTAP5-4","Brain Cerebellar Hemisphere","ADHD","Wald ratio",1,0.019,0.022,1.019,0.393,NA,NA,NA,0.000125228
"FRG1-DT","Brain Cerebellar Hemisphere","ADHD","Wald ratio",1,-0.012,0.014,0.988,0.394,NA,NA,NA,0.007266413
"CCNB2","Brain Cerebellar Hemisphere","ADHD","Wald ratio",1,-0.018,0.021,0.983,0.394,NA,NA,NA,0.00056671
"CAVIN3","Brain Cerebellar Hemisphere","ADHD","Wald ratio",1,0.021,0.025,1.021,0.394,NA,NA,NA,0.011676766
"LINGO1","Brain Cerebellar Hemisphere","ADHD","Wald ratio",1,0.034,0.04,1.034,0.395,NA,NA,NA,0.000495712
"PPA2","Brain Cerebellar Hemisphere","ADHD","Wald ratio",1,-0.024,0.028,0.977,0.395,NA,NA,NA,0.006694372
"MC1R","Brain Cerebellar Hemisphere","ADHD","Wald ratio",1,-0.036,0.042,0.965,0.396,NA,NA,NA,0.000490605
"SYT9","Brain Cerebellar Hemisphere","ADHD","Wald ratio",1,0.033,0.039,1.033,0.396,NA,NA,NA,0.006612925
"MANEA","Brain Cerebellar Hemisphere","ADHD","Wald ratio",1,0.024,0.028,1.024,0.396,NA,NA,NA,0.006613052
"MANEA-DT","Brain Cerebellar Hemisphere","ADHD","Wald ratio",1,-0.027,0.031,0.974,0.396,NA,NA,NA,0.004789347
