Gene,Tissue,Psychiatric disorder,Method,Nsnp,Beta,SE,OR,P-value,Q_Pvalue(MREgger),Q_Pvalue(IVW),P-value(Intercept),PPH4
RBM19,Fetal Brain,ASD,Wald ratio,1,-0.41,0.488,0.664,0.4,NA,NA,NA,0.009690723
EZR,Fetal Brain,ASD,Inverse variance weighted,2,-0.152,0.181,0.859,0.401,NA,0.614241888,NA,0.014824693
LPIN1,Fetal Brain,ASD,Wald ratio,1,0.16,0.191,1.174,0.401,NA,NA,NA,0.010098209
GRIK3,Fetal Brain,ASD,Wald ratio,1,0.431,0.514,1.539,0.401,NA,NA,NA,0.010022323
DLX4,Fetal Brain,ASD,Wald ratio,1,0.334,0.398,1.396,0.401,NA,NA,NA,0.012144234
HEATR3,Fetal Brain,ASD,Wald ratio,1,-0.255,0.304,0.775,0.403,NA,NA,NA,0.010684975
ZFP62,Fetal Brain,ASD,Wald ratio,1,0.304,0.365,1.355,0.405,NA,NA,NA,0.011679465
KNDC1,Fetal Brain,ASD,Wald ratio,1,-0.201,0.241,0.818,0.405,NA,NA,NA,0.010041284
DENND1A,Fetal Brain,ASD,Wald ratio,1,0.802,0.964,2.23,0.405,NA,NA,NA,0.011187298
AKT1S1,Fetal Brain,ASD,Inverse variance weighted,2,-0.918,1.104,0.399,0.406,NA,0.487897444,NA,0.010770407
PTPRZ1,Fetal Brain,ASD,Wald ratio,1,-1.352,1.627,0.259,0.406,NA,NA,NA,0.013066808
FLJ25758,Fetal Brain,ASD,Wald ratio,1,-0.281,0.338,0.755,0.406,NA,NA,NA,0.010294451
EPS8L1,Fetal Brain,ASD,Wald ratio,1,0.358,0.431,1.43,0.407,NA,NA,NA,0.009802399
CACNA1A,Fetal Brain,ASD,Wald ratio,1,-0.574,0.692,0.563,0.407,NA,NA,NA,0.01491247
KCNQ2,Fetal Brain,ASD,Wald ratio,1,1.284,1.55,3.612,0.407,NA,NA,NA,0.032193052
FAM20C,Fetal Brain,ASD,Wald ratio,1,0.153,0.184,1.165,0.407,NA,NA,NA,0.017874848
SERTAD3,Fetal Brain,ASD,Wald ratio,1,1.535,1.855,4.642,0.408,NA,NA,NA,0.010472501
ALOX5,Fetal Brain,ASD,Wald ratio,1,0.358,0.433,1.431,0.408,NA,NA,NA,0.011209988
ZDHHC4,Fetal Brain,ASD,Wald ratio,1,0.528,0.639,1.695,0.409,NA,NA,NA,0.013822643
FLJ16779,Fetal Brain,ASD,Wald ratio,1,0.192,0.233,1.212,0.409,NA,NA,NA,0.016393321
GFRAL,Fetal Brain,ASD,Wald ratio,1,0.268,0.324,1.307,0.409,NA,NA,NA,0.011465175
MAP3K5,Fetal Brain,ASD,Wald ratio,1,-0.95,1.155,0.387,0.411,NA,NA,NA,0.009750467
COQ3,Fetal Brain,ASD,Wald ratio,1,-0.246,0.3,0.782,0.412,NA,NA,NA,0.009599101
ALOX12,Fetal Brain,ASD,Wald ratio,1,0.377,0.459,1.458,0.412,NA,NA,NA,0.009599061
TRIM36,Fetal Brain,ASD,Wald ratio,1,0.556,0.68,1.744,0.414,NA,NA,NA,0.0188764
TSKU,Fetal Brain,ASD,Wald ratio,1,1.332,1.63,3.79,0.414,NA,NA,NA,0.012731893
MAP2K5,Fetal Brain,ASD,Wald ratio,1,-0.337,0.412,0.714,0.414,NA,NA,NA,0.010181723
CDRT1,Fetal Brain,ASD,Wald ratio,1,0.18,0.22,1.197,0.415,NA,NA,NA,0.009698468
AGA,Fetal Brain,ASD,Wald ratio,1,0.173,0.213,1.189,0.415,NA,NA,NA,0.011231149
TNFAIP1,Fetal Brain,ASD,Wald ratio,1,1.274,1.573,3.574,0.418,NA,NA,NA,0.022960888
SYTL2,Fetal Brain,ASD,Wald ratio,1,0.373,0.461,1.452,0.418,NA,NA,NA,0.010387146
ASTL,Fetal Brain,ASD,Wald ratio,1,-0.207,0.255,0.813,0.419,NA,NA,NA,0.009644185
LIME1,Fetal Brain,ASD,Wald ratio,1,-1.148,1.422,0.317,0.419,NA,NA,NA,0.021058933
CSMD1,Fetal Brain,ASD,MR Egger,3,1.073,0.831,2.924,0.419,0.986707797,0.390911673,0.401297378,0.019091565
BRSK2,Fetal Brain,ASD,Wald ratio,1,-0.134,0.166,0.875,0.42,NA,NA,NA,0.010228399
C6orf192,Fetal Brain,ASD,Wald ratio,1,0.31,0.385,1.364,0.42,NA,NA,NA,0.014582124
C19orf48,Fetal Brain,ASD,Wald ratio,1,-0.314,0.389,0.731,0.421,NA,NA,NA,0.009818297
KLRG2,Fetal Brain,ASD,Wald ratio,1,1.547,1.921,4.697,0.421,NA,NA,NA,0.009818297
ATPIF1,Fetal Brain,ASD,Wald ratio,1,1.7,2.112,5.473,0.421,NA,NA,NA,0.010364077
TRIM13,Fetal Brain,ASD,Wald ratio,1,-0.303,0.376,0.739,0.421,NA,NA,NA,0.019764051
XPO7,Fetal Brain,ASD,Wald ratio,1,-0.405,0.503,0.667,0.421,NA,NA,NA,0.009407845
C2CD2L,Fetal Brain,ASD,Wald ratio,1,0.95,1.182,2.586,0.421,NA,NA,NA,0.009740203
CLEC16A,Fetal Brain,ASD,Wald ratio,1,0.628,0.782,1.875,0.422,NA,NA,NA,0.021216994
ZNF774,Fetal Brain,ASD,Wald ratio,1,0.267,0.333,1.306,0.422,NA,NA,NA,0.010739692
BZRAP1,Fetal Brain,ASD,Wald ratio,1,0.598,0.745,1.818,0.422,NA,NA,NA,0.031001841
TCTEX1D1,Fetal Brain,ASD,Wald ratio,1,-1.143,1.429,0.319,0.424,NA,NA,NA,0.010467614
VTRNA1-1,Fetal Brain,ASD,Wald ratio,1,0.194,0.242,1.214,0.424,NA,NA,NA,0.011501408
RIMS1,Fetal Brain,ASD,Wald ratio,1,0.813,1.017,2.255,0.424,NA,NA,NA,0.00984192
DNAH17,Fetal Brain,ASD,Wald ratio,1,0.341,0.426,1.406,0.424,NA,NA,NA,0.011758071
CTTN,Fetal Brain,ASD,Wald ratio,1,-0.926,1.16,0.396,0.424,NA,NA,NA,0.011424313
TTC23,Fetal Brain,ASD,Wald ratio,1,-0.249,0.312,0.78,0.424,NA,NA,NA,0.01879355
SPG20,Fetal Brain,ASD,Wald ratio,1,-0.442,0.554,0.643,0.425,NA,NA,NA,0.013972464
COL6A2,Fetal Brain,ASD,Wald ratio,1,-0.41,0.515,0.664,0.426,NA,NA,NA,0.009945465
ZNF318,Fetal Brain,ASD,Wald ratio,1,-0.579,0.728,0.561,0.427,NA,NA,NA,0.018418447
LOC100129716,Fetal Brain,ASD,Wald ratio,1,0.19,0.239,1.209,0.427,NA,NA,NA,0.012765466
CYFIP1,Fetal Brain,ASD,Wald ratio,1,-0.523,0.659,0.593,0.427,NA,NA,NA,0.010788023
SDK1,Fetal Brain,ASD,Wald ratio,1,-1.33,1.676,0.265,0.428,NA,NA,NA,0.010123705
ESPNL,Fetal Brain,ASD,Wald ratio,1,-0.197,0.248,0.821,0.428,NA,NA,NA,0.011629236
RPS11,Fetal Brain,ASD,Wald ratio,1,-1.762,2.229,0.172,0.429,NA,NA,NA,0.015554365
RPL13AP5,Fetal Brain,ASD,Wald ratio,1,0.496,0.628,1.643,0.429,NA,NA,NA,0.015569744
GRWD1,Fetal Brain,ASD,Wald ratio,1,0.766,0.969,2.151,0.429,NA,NA,NA,0.015569744
SPPL2B,Fetal Brain,ASD,Wald ratio,1,-0.303,0.383,0.739,0.43,NA,NA,NA,0.009633767
SCP2,Fetal Brain,ASD,Wald ratio,1,-0.519,0.658,0.595,0.43,NA,NA,NA,0.00954249
ZYG11B,Fetal Brain,ASD,Wald ratio,1,-0.417,0.529,0.659,0.43,NA,NA,NA,0.009557299
ZNF702P,Fetal Brain,ASD,Wald ratio,1,-0.806,1.023,0.447,0.431,NA,NA,NA,0.007947202
MYL5,Fetal Brain,ASD,Wald ratio,1,0.318,0.403,1.374,0.431,NA,NA,NA,0.035487164
ANKRD33B,Fetal Brain,ASD,Wald ratio,1,-0.436,0.556,0.647,0.433,NA,NA,NA,0.010580333
TRPV2,Fetal Brain,ASD,Wald ratio,1,0.068,0.087,1.071,0.433,NA,NA,NA,0.010250815
ALS2CL,Fetal Brain,ASD,Wald ratio,1,-1.549,1.982,0.212,0.434,NA,NA,NA,0.018054386
