"Gene","Tissue","Psychiatric disorder","Method","Nsnp","Beta","SE","OR","P-value","Q_Pvalue(MREgger)","Q_Pvalue(IVW)","P-value(Intercept)","PPH4"
"EGFR","Brain Prefrontal cortex","ED","Wald ratio",1,"-0.047","0.021","0.954","2.88e-02",NA,NA,NA,0.103963507
"ARHGEF18","Brain Prefrontal cortex","ED","Wald ratio",1,"-0.070","0.032","0.932","2.96e-02",NA,NA,NA,0.081966052
"SLC38A9","Brain Prefrontal cortex","ED","Wald ratio",1," 0.059","0.027","1.061","2.97e-02",NA,NA,NA,0.070083324
"DDX11","Brain Prefrontal cortex","ED","Wald ratio",1,"-0.046","0.021","0.955","3.22e-02",NA,NA,NA,0.08173345
"ABCA7","Brain Prefrontal cortex","ED","Wald ratio",1," 0.091","0.043","1.095","3.50e-02",NA,NA,NA,0.073338355
"SLC66A2","Brain Prefrontal cortex","ED","Wald ratio",1,"-0.034","0.016","0.967","3.64e-02",NA,NA,NA,0.058102074
"PLCB4","Brain Prefrontal cortex","ED","Wald ratio",1," 0.046","0.022","1.047","3.80e-02",NA,NA,NA,0.054232938
"SLC8A2","Brain Prefrontal cortex","ED","Wald ratio",1," 0.079","0.038","1.082","3.92e-02",NA,NA,NA,0.062238666
"PPP4R4","Brain Prefrontal cortex","ED","Wald ratio",1," 0.054","0.026","1.055","4.08e-02",NA,NA,NA,0.072243941
"CUBN","Brain Prefrontal cortex","ED","Wald ratio",1,"-0.057","0.028","0.945","4.10e-02",NA,NA,NA,0.051868765
"RACK1","Brain Prefrontal cortex","ED","Wald ratio",1," 0.069","0.034","1.072","4.17e-02",NA,NA,NA,0.060832172
"EPHB2","Brain Prefrontal cortex","ED","Wald ratio",1,"-0.063","0.031","0.939","4.19e-02",NA,NA,NA,0.053963412
"WDR7","Brain Prefrontal cortex","ED","Wald ratio",1," 0.049","0.025","1.050","4.87e-02",NA,NA,NA,0.045398254
"TMEM132C","Brain Prefrontal cortex","ED","Wald ratio",1,"-0.059","0.030","0.942","5.01e-02",NA,NA,NA,0.036832681
"CHCHD3","Brain Prefrontal cortex","ED","Wald ratio",1," 0.041","0.021","1.042","5.23e-02",NA,NA,NA,0.042057325
"ITPR2","Brain Prefrontal cortex","ED","Wald ratio",1," 0.089","0.046","1.093","5.25e-02",NA,NA,NA,0.04809786
"RPTOR","Brain Prefrontal cortex","ED","Inverse variance weighted",2,"-0.046","0.024","0.955","5.56e-02",NA,0.824343351,NA,0.015052165
"DIP2C","Brain Prefrontal cortex","ED","Wald ratio",1," 0.030","0.016","1.030","6.27e-02",NA,NA,NA,0.036918802
"CKMT2","Brain Prefrontal cortex","ED","Wald ratio",1,"-0.055","0.029","0.947","6.29e-02",NA,NA,NA,0.027565168
"MAD1L1","Brain Prefrontal cortex","ED","Wald ratio",1," 0.056","0.031","1.058","6.62e-02",NA,NA,NA,0.037767581
"JAZF1","Brain Prefrontal cortex","ED","Wald ratio",1,"-0.044","0.024","0.957","6.84e-02",NA,NA,NA,0.041956714
"ITGB3","Brain Prefrontal cortex","ED","Wald ratio",1,"-0.070","0.039","0.932","6.92e-02",NA,NA,NA,0.0341473
"ARHGEF7","Brain Prefrontal cortex","ED","Wald ratio",1," 0.042","0.023","1.043","7.05e-02",NA,NA,NA,0.033416036
"MYH15","Brain Prefrontal cortex","ED","Wald ratio",1,"-0.025","0.014","0.975","7.33e-02",NA,NA,NA,0.036208061
"NCOA7","Brain Prefrontal cortex","ED","Wald ratio",1,"-0.056","0.032","0.946","7.61e-02",NA,NA,NA,0.030974512
"CECR2","Brain Prefrontal cortex","ED","Wald ratio",1," 0.033","0.019","1.034","7.84e-02",NA,NA,NA,0.033709064
"SLC8A1","Brain Prefrontal cortex","ED","Wald ratio",1,"-0.051","0.029","0.951","8.01e-02",NA,NA,NA,0.029832933
"COL22A1","Brain Prefrontal cortex","ED","Wald ratio",1,"-0.059","0.034","0.943","8.28e-02",NA,NA,NA,0.036940441
"DNAJC15","Brain Prefrontal cortex","ED","Wald ratio",1,"-0.061","0.035","0.941","8.63e-02",NA,NA,NA,0.032854905
"PNLDC1","Brain Prefrontal cortex","ED","Wald ratio",1,"-0.031","0.018","0.970","8.68e-02",NA,NA,NA,0.028970966
"HPR","Brain Prefrontal cortex","ED","Wald ratio",1," 0.046","0.027","1.047","8.75e-02",NA,NA,NA,0.034320161
"RIMS2","Brain Prefrontal cortex","ED","Wald ratio",1," 0.064","0.037","1.066","8.80e-02",NA,NA,NA,0.037889772
"PIGP","Brain Prefrontal cortex","ED","Wald ratio",1,"-0.073","0.043","0.930","9.37e-02",NA,NA,NA,0.027296143
"HEATR4","Brain Prefrontal cortex","ED","Wald ratio",1,"-0.031","0.019","0.969","9.51e-02",NA,NA,NA,0.026428538
"SLC6A3","Brain Prefrontal cortex","ED","Wald ratio",1,"-0.031","0.019","0.969","9.56e-02",NA,NA,NA,0.032169221
"GOLGA8B","Brain Prefrontal cortex","ED","Wald ratio",1," 0.045","0.027","1.046","9.70e-02",NA,NA,NA,0.026314148
