"Gene","Tissue","Psychiatric.disorder","Method","Nsnp","Beta","SE","OR","P.value","Q_Pvalue.MREgger.","Q_Pvalue.IVW.","P.value.Intercept.","PPH4"
"GOLGA7","Brain Hippocampus","OCD","Wald ratio",1,0.028,0.079,1.029,0.719,NA,NA,NA,0.027881569
"SFRP1","Brain Hippocampus","OCD","Wald ratio",1,0.026,0.071,1.026,0.719,NA,NA,NA,0.002278378
"PGK1P2","Brain Hippocampus","OCD","Wald ratio",1,-0.018,0.052,0.982,0.719,NA,NA,NA,0.012579191
"EIF5-DT","Brain Hippocampus","OCD","Wald ratio",1,-0.025,0.07,0.975,0.72,NA,NA,NA,0.014650087
"TSPAN11","Brain Hippocampus","OCD","Wald ratio",1,0.012,0.035,1.013,0.72,NA,NA,NA,0.018792801
"ZNRF2P2","Brain Hippocampus","OCD","Wald ratio",1,0.021,0.059,1.022,0.72,NA,NA,NA,0.020070402
"TMEM44-AS1","Brain Hippocampus","OCD","Wald ratio",1,0.025,0.071,1.026,0.721,NA,NA,NA,0.021044962
"SLC27A1","Brain Hippocampus","OCD","Wald ratio",1,-0.031,0.087,0.97,0.721,NA,NA,NA,0.01341659
"HAGLROS","Brain Hippocampus","OCD","Wald ratio",1,0.019,0.055,1.02,0.722,NA,NA,NA,0.013883537
"ZNF426-DT","Brain Hippocampus","OCD","Wald ratio",1,-0.018,0.052,0.982,0.724,NA,NA,NA,0.01367448
"ZNF266","Brain Hippocampus","OCD","Wald ratio",1,0.01,0.028,1.01,0.724,NA,NA,NA,0.0136746
"CTNNA1-AS1","Brain Hippocampus","OCD","Wald ratio",1,-0.01,0.03,0.99,0.726,NA,NA,NA,0.014614889
"NCLN","Brain Hippocampus","OCD","Wald ratio",1,-0.063,0.179,0.939,0.726,NA,NA,NA,0.013613516
"NFRKB","Brain Hippocampus","OCD","Wald ratio",1,-0.031,0.088,0.97,0.727,NA,NA,NA,0.011524933
"TXNL4B","Brain Hippocampus","OCD","Wald ratio",1,0.02,0.056,1.02,0.727,NA,NA,NA,0.008054765
"HP","Brain Hippocampus","OCD","Wald ratio",1,0.016,0.047,1.016,0.727,NA,NA,NA,0.000101539
"HPR","Brain Hippocampus","OCD","Wald ratio",1,0.01,0.028,1.01,0.727,NA,NA,NA,0.016538006
"RPL12","Brain Hippocampus","OCD","Wald ratio",1,0.021,0.06,1.021,0.728,NA,NA,NA,0.013700524
"CRYZL2P","Brain Hippocampus","OCD","Wald ratio",1,-0.039,0.112,0.962,0.728,NA,NA,NA,0.007743394
"C4orf33","Brain Hippocampus","OCD","Wald ratio",1,-0.015,0.044,0.985,0.729,NA,NA,NA,0.017356614
"KNDC1","Brain Hippocampus","OCD","Wald ratio",1,0.028,0.082,1.029,0.73,NA,NA,NA,0.001446101
"WNT8B","Brain Hippocampus","OCD","Wald ratio",1,-0.014,0.041,0.986,0.73,NA,NA,NA,0.013191178
