Psychiatric disorder,Risk phenotype,Method,Beta,Standard error,P-value,OR,OR_lci95,OR_uci95,Q Pvalue(MREgger),Q Pvalue(IVW),Intercept PValue
ALZ,Diagnoses - secondary ICD10: I10 Essential (primary) hypertension ,Inverse variance weighted,-0.344247762,0.286878165,0.230147512,0.708753304,0.403923827,1.243628656,0.096555396,0.105982435,0.569460016
ADHD,Allergic rhinitis ,Wald ratio,-0.095523395,0.079617834,0.230227185,0.908897098,0.777575643,1.062396876,NA,NA,NA
ED,Sleeplessness / insomnia ,Weighted median,0.499329505,0.41679167,0.230904795,1.647616182,0.727906868,3.729376935,1.65E-10,2.97E-10,0.924188828
SCZ,Primary biliary cirrhosis ,Inverse variance weighted,0.014291748,0.011931031,0.230970105,1.014394363,0.990948144,1.038395329,4.61E-05,7.85E-05,0.924368959
OCD,smoking initiation ,Weighted median,0.255410198,0.213288206,0.231116164,1.290991074,0.849901613,1.961001048,0.000800078,0.000740461,0.310689123
DEP,College completion ,Inverse variance weighted,-0.049435521,0.041333609,0.231691609,0.951766525,0.877700908,1.032082239,0.02994048,0.052158596,0.703106532
ALZ,"Non-cancer illness code, self-reported: psoriasis ",Weighted mode,4.546343853,3.636605233,0.231734259,94.28705004,0.075667813,117487.839,0.406247141,0.397245855,0.307881094
PTSD,Tea intake ,Weighted median,0.259447541,0.217159906,0.232192381,1.296213784,0.846888804,1.983932442,3.34E-05,3.53E-05,0.452765438
DEP,Behauvioural and emotional disorders with onset usually occuring in childhood and adolescence,MR Egger,0.002972962,0.002488507,0.232322274,1.002977386,0.998097301,1.007881331,0.299465567,0.302455928,0.414593205
ED,Serum 25-Hydroxyvitamin D levels ,Weighted median,0.136764441,0.114788942,0.233479859,1.146558035,0.915557705,1.435841039,4.60E-05,9.74E-06,0.021248455
PTSD,Neuroticism score ,Weighted mode,0.149760621,0.125083124,0.23367771,1.161556157,0.909007165,1.484270705,1.78E-29,3.12E-29,0.849084363
SCZ,Congenital cytomegalovirus infection,Weighted median,-0.091487167,0.076988131,0.234704133,0.912573027,0.784754849,1.061209791,0.827789188,0.898879598,0.740545056
SCZ,Tea intake ,Inverse variance weighted,0.200465667,0.168829618,0.235076,1.221971658,0.877708817,1.701264364,3.34E-05,3.53E-05,0.452765438
ED,Autoimmune diseases ,Weighted mode,0.040571371,0.033686085,0.235695281,1.041405633,0.97486785,1.112484828,0.383837455,0.412663609,0.598546243
ANX,Age at first birth ,Simple mode,-0.295280457,0.246145082,0.235724589,0.744322808,0.459450156,1.205824908,0.293866787,0.306261809,0.438959952
ED,Viral infection,Inverse variance weighted,-2.294295244,1.935162633,0.235787157,0.10083243,0.002271729,4.475524344,0.178241788,0.180933757,0.513512517
ANX,Heart rate ,Simple mode,-0.056325501,0.045537025,0.236465578,0.945231412,0.864522394,1.033475163,0.236065716,0.298174487,0.944759356
ASD,Autoimmune diseases ,Simple mode,-0.089756761,0.074830432,0.236487688,0.914153516,0.789445556,1.058561473,0.936475234,0.910810335,0.166070761
PTSD,Autoimmune diseases ,Weighted median,-0.044142108,0.037311639,0.236783244,0.956817976,0.88934244,1.029412967,2.74E-05,3.77E-05,0.700159744
ANX,Sleeplessness / insomnia ,MR Egger,2.12057148,1.764287211,0.237022437,8.335899927,0.262519096,264.6939925,0.411177671,0.431081921,0.461291419
PTSD,Alzheimer's disease or family history of Alzheimer's disease ,Simple mode,-0.083064994,0.069098168,0.237161079,0.920291332,0.803725566,1.05376284,3.67E-06,4.60E-06,0.570012981
ADHD,"Diagnoses - secondary ICD10: M06.99 Rheumatoid arthritis, unspecified (Site unspecified) ",Wald ratio,-5.470798607,4.628633945,0.237226851,0.00420787,4.83E-07,36.64671986,NA,NA,NA
ADHD,Living alone,Weighted median,-0.97316389,0.823428712,0.237267795,0.377885556,0.075239105,1.897915893,2.91E-16,3.32E-16,0.857891204
BP,Current employment status: Unemployed,Inverse variance weighted,-0.450377561,0.381097799,0.237289043,0.637387454,0.301999702,1.345242272,0.020930609,0.021723653,0.852825766
BP,Current employment status: Unemployed,Inverse variance weighted,-0.450377561,0.381097799,0.237289043,0.637387454,0.301999702,1.345242272,0.020930609,0.021723653,0.852825766
ASD,Nitrogen dioxide air pollution; 2010 ,Weighted median,0.664963131,0.563319144,0.237826192,1.944418831,0.644588989,5.865388107,0.006777938,0.005572861,0.439793617
OCD,Primary sclerosing cholangitis ,Simple mode,-0.088444226,0.071503811,0.237997451,0.915354162,0.795653336,1.053063193,0.436436994,0.344160678,0.145430993
ED,Primary sclerosing cholangitis ,MR Egger,0.045663188,0.036859575,0.239089382,1.046721803,0.973768602,1.125140543,0.436436994,0.344160678,0.145430993
ALZ,Allergic rhinitis ,Simple mode,0.143510683,0.086663305,0.239569748,1.154319142,0.973994721,1.368028648,0.203284243,0.444034683,0.964356086
ANX,Alzheimer's disease or family history of Alzheimer's disease ,Simple mode,-0.212965513,0.178104477,0.24058631,0.808184009,0.570039121,1.145818538,0.011969359,0.015430558,0.736557952
ED,Age at first birth ,Weighted median,-0.062714251,0.053472359,0.240862006,0.939211814,0.845759639,1.042989984,0.000341239,0.000134204,0.098355856
ASD,Primary sclerosing cholangitis ,MR Egger,-0.027764148,0.022714083,0.241762773,0.972617734,0.930266894,1.016896615,0.316985214,0.391643836,0.843794435
ANX,Maternal smoking around birth ,Inverse variance weighted,1.542093552,1.31754541,0.241828311,4.674366063,0.353350269,61.83580438,0.067074821,0.092865791,0.956658032
ANX,Maternal smoking around birth ,Inverse variance weighted,1.542093552,1.31754541,0.241828311,4.674366063,0.353350269,61.83580438,0.067074821,0.092865791,0.956658032
SCZ,Current employment status: Retired,Inverse variance weighted,-0.095394584,0.081540309,0.242038371,0.909014181,0.774751002,1.066544967,0.011892164,0.012245482,0.628714826
ANX,Iron intake,MR Egger,5.592477437,4.779464866,0.242117265,268.3997402,0.022930814,3141555.365,4.16E-26,3.96E-26,0.299589161
ADHD,Primary sclerosing cholangitis ,Simple mode,-0.026713002,0.021894403,0.242587571,0.973640634,0.932742571,1.01633196,0.084281971,0.043616222,0.148416734
SCZ,Reason for glasses/contact lenses: For a 'lazy' eye or an eye with poor vision since childhood (called 'amblyopia') ,Wald ratio,-6.873463407,5.893077476,0.243467994,0.001034887,9.97E-09,107.4438565,NA,NA,NA
ASD,Fresh fruit intake ,Simple mode,1.208653479,1.024591516,0.243615295,3.348972154,0.449533054,24.94947676,0.42998587,0.416829906,0.253656155
SCZ,Autoimmune diseases ,Simple mode,-0.0885572,0.074900713,0.243887268,0.915250757,0.790284243,1.059978047,2.74E-05,3.77E-05,0.700159744
SCZ,Operative procedures,Inverse variance weighted,-1.023674058,0.87900847,0.244189793,0.359272524,0.064150034,2.012107224,1.90E-08,2.06E-08,0.716297006
ED,Gestational diabetes (for exclusion) ,Weighted mode,0.112783475,0.069128352,0.244365883,1.119389531,0.977547793,1.28181244,0.864817931,0.914679138,0.662995418
ADHD,Age at first birth ,MR Egger,-0.196985788,0.166806338,0.244437906,0.821202304,0.592190911,1.138776721,5.82E-09,2.33E-09,0.22057734
SCZ,Heart rate ,Simple mode,0.015854115,0.013056956,0.244746159,1.015980458,0.990309737,1.042316613,1.20E-06,6.19E-07,0.36460977
BP,Sleeplessness / insomnia ,Weighted median,0.292880789,0.252147114,0.245419416,1.340283004,0.817644565,2.196991957,0.411177671,0.431081921,0.461291419
PTSD,Mineral and other dietary supplements: Zinc ,MR Egger,25.75726896,10.4891228,0.246195653,1.54E+11,181.0165153,1.30E+20,0.258146543,0.516714562,0.886047001
ED,Diabetes mellitus ,Simple mode,-0.1062097,0.090324622,0.246270629,0.899236059,0.753334476,1.073395039,0.560432606,0.556094019,0.300889221
ALZ,Type 1 diabetes ,Weighted median,-0.016500107,0.014235319,0.246416914,0.983635274,0.956569978,1.011466359,0.173231889,0.109258259,0.081797268
ED,Tea intake ,MR Egger,0.50430781,0.426923371,0.246779302,1.655838969,0.717155922,3.82316119,0.110549531,0.126747405,0.630058391
OCD,smoking initiation ,Inverse variance weighted,0.212586169,0.183647296,0.247036071,1.236872689,0.862981063,1.772755063,0.000800078,0.000740461,0.310689123
DEP,Age-related hearing impairment (MTAG) ,Weighted median,-0.098779545,0.08548817,0.24789548,0.905942406,0.766181373,1.071197593,0.065943378,0.079541775,0.672216691
ED,Qualifications: College or University degree ,Weighted mode,-0.957767612,0.827045599,0.248167932,0.383748606,0.075866733,1.941074648,7.01E-11,6.87E-12,0.008009552
BP,Trauma exposure ,Weighted mode,0.135203986,0.100110594,0.248190776,1.144770278,0.940811218,1.392945751,0.842767246,0.86714041,0.555428028
OCD,Type 1 diabetes ,Inverse variance weighted,-0.035804418,0.031027112,0.248511643,0.964828978,0.90790316,1.025324063,0.977245101,0.981993127,0.667597956
ADHD,Primary sclerosing cholangitis ,Inverse variance weighted,-0.013217289,0.011468839,0.24913528,0.986869676,0.964933383,1.009304657,0.084281971,0.043616222,0.148416734
ED,Allergic rhinitis ,Wald ratio,-0.237202588,0.20603272,0.24961459,0.788831464,0.526751321,1.181307107,0.647693749,0.873381999,0.844709241
DEP,Current employment status: Unemployed,Weighted median,-0.27389109,0.237903921,0.249622138,0.760414888,0.477026719,1.212156004,0.020930609,0.021723653,0.852825766
DEP,Unspecified maternal hypertension,Inverse variance weighted,-0.00043384,0.000377778,0.250803744,0.999566254,0.998826404,1.000306652,0.127837508,0.132983393,0.809668802
ASD,Body mass index (BMI) ,Simple mode,0.292266945,0.254405265,0.251267083,1.339460532,0.81353415,2.205383164,0.408591495,0.420613772,0.751756581
OCD,Reason for glasses/contact lenses: For a 'lazy' eye or an eye with poor vision since childhood (called 'amblyopia') ,Wald ratio,20.1977371,17.6178462,0.251614701,591242669.9,5.96E-07,5.87E+23,NA,NA,NA
SCZ,"Diagnoses - main ICD10: J45.9 Asthma, unspecified ",Simple mode,-14.47038155,11.17166164,0.251802155,5.20E-07,1.61E-16,1679.204191,0.001220174,0.002496688,0.790492349
SCZ,Sleeplessness / insomnia ,Simple mode,-0.506913304,0.435685839,0.251887267,0.60235199,0.256440772,1.414860501,1.01E-12,1.94E-12,0.955004357
ED,Age at first birth ,Simple mode,-0.162114337,0.139951312,0.252008599,0.850343973,0.646346909,1.118725661,0.000341239,0.000134204,0.098355856
ASD,Birth weight ,Weighted mode,0.207304726,0.180253735,0.252132617,1.230357437,0.864164103,1.751726804,0.335954247,0.3095235,0.144352315
PTSD,"Diagnoses - secondary ICD10: J44.9 Chronic obstructive pulmonary disease, unspecified ",Wald ratio,-17.97817427,15.74893749,0.253641786,1.56E-08,6.12E-22,396227.2584,NA,NA,NA
ANX,"Diagnoses - main ICD10: J45.9 Asthma, unspecified ",Wald ratio,36.60275909,32.08000438,0.253876745,7.88E+15,3.88E-12,1.60E+43,NA,NA,NA
SCZ,Heart rate ,Weighted median,0.009924448,0.00870097,0.254030596,1.009973859,0.992895901,1.02734556,1.20E-06,6.19E-07,0.36460977
OCD,Diagnoses - main ICD10: I25.1 Atherosclerotic heart disease ,MR Egger,7.49130952,6.406373556,0.254237894,1792.397736,0.006312758,508920151.9,0.007336683,0.008564345,0.527309938
PTSD,Neuroticism score ,Simple mode,0.149760621,0.130714224,0.254314469,1.161556157,0.899029655,1.500743272,1.78E-29,3.12E-29,0.849084363
BP,Tea intake ,MR Egger,0.361544882,0.312294164,0.254402889,1.435545451,0.778371253,2.647567896,0.032004902,0.037505483,0.591047064
ANX,Age-related hearing impairment (MTAG) ,Simple mode,-1.242162661,1.064994848,0.254477111,0.288759054,0.035809124,2.328506887,0.547121163,0.600284545,0.791362667
BP,"Diagnoses - secondary ICD10: M06.99 Rheumatoid arthritis, unspecified (Site unspecified) ",Simple mode,-29.00692663,18.39379301,0.255514013,2.53E-13,5.56E-29,1147.002928,NA,NA,NA
BP,"Non-cancer illness code, self-reported: diabetes ",Inverse variance weighted,-0.689664448,0.606967499,0.255853586,0.501744402,0.152693788,1.648707834,0.114831852,0.131252631,0.739258283
DEP,Current employment status: Unemployed,MR Egger,-0.431446727,0.380022006,0.256391339,0.649568666,0.308420904,1.368063731,0.020930609,0.021723653,0.852825766
DEP,Current employment status: Unemployed,MR Egger,-0.431446727,0.380022006,0.256391339,0.649568666,0.308420904,1.368063731,0.020930609,0.021723653,0.852825766
ADHD,Tea intake ,Weighted median,-0.167377716,0.147475002,0.256393534,0.845880049,0.633542167,1.129385058,9.24E-09,1.34E-08,0.66879725
ED,Childhood obesity ,Weighted median,-0.050826899,0.044784025,0.256403095,0.950443179,0.870573066,1.03764092,0.582505292,0.443541838,0.274383991
OCD,Body mass index (BMI) ,Simple mode,-0.556919728,0.49319707,0.259545656,0.572971256,0.217928994,1.506435899,2.57E-14,3.16E-14,0.736769716
ED,"Non-cancer illness code, self-reported: diabetes ",MR Egger,1.600733952,1.402849386,0.259881568,4.956669047,0.317000843,77.50316301,0.816808381,0.826736186,0.459888989
OCD,Mineral and other dietary supplements: Zinc ,Inverse variance weighted,7.986317924,7.088729802,0.259902395,2940.450042,0.002718724,3180258551,0.039121738,0.089708793,0.77722608
ED,Gestational diabetes (for exclusion) ,Weighted mode,0.112783475,0.072484122,0.259986765,1.119389531,0.971139258,1.290271104,0.864817931,0.914679138,0.662995418
ASD,Unable to work because of sickness or disability,Inverse variance weighted,-0.343056636,0.30487086,0.260482136,0.709598022,0.390392154,1.289803975,4.62E-43,5.56E-43,0.728913603
PTSD,Nitrogen dioxide air pollution; 2010 ,Weighted mode,-1.120320903,0.916899996,0.261307092,0.326175107,0.05407167,1.967577497,0.003063448,0.006011227,0.906361827
ALZ,Primary sclerosing cholangitis ,MR Egger,-0.138600619,0.117170541,0.261786393,0.87057565,0.691940798,1.095327759,1.12E-06,2.74E-07,0.292191565
ALZ,Diagnoses - main ICD10: I25.1 Atherosclerotic heart disease ,Inverse variance weighted,12.30609817,10.96698742,0.261818312,221039.8255,0.000102137,4.78E+14,0,0,0.746243758
BP,Fresh fruit intake ,MR Egger,1.273454692,1.124647445,0.262797947,3.573175485,0.394216787,32.38721299,0.42998587,0.416829906,0.253656155
DEP,Type 1 diabetes ,Inverse variance weighted,-0.006221476,0.005558059,0.262986021,0.993797837,0.983030363,1.004683252,0.977245101,0.981993127,0.667597956
ALZ,Age at first birth ,MR Egger,0.145917965,0.129117553,0.263421679,1.157101261,0.898388713,1.490316284,0.023745981,0.020861318,0.250744821
OCD,Toxoplasma gondii sag1 antibody levels ,Wald ratio,0.269834881,0.241360841,0.263578566,1.309748169,0.816088587,2.102027025,NA,NA,NA
ADHD,Tea intake ,MR Egger,-0.396457027,0.349258547,0.263617224,0.672699184,0.339254818,1.333876981,9.24E-09,1.34E-08,0.66879725
ADHD,Current employment status: Unemployed,Weighted median,-0.564626555,0.505337892,0.263855479,0.568572438,0.211170625,1.530869253,1.31E-27,1.37E-27,0.437673351
BP,"Diagnoses - secondary ICD10: E03.9 Hypothyroidism, unspecified ",Weighted mode,-1.584357007,1.395254342,0.26386851,0.205079615,0.013312451,3.159271627,0.80137936,0.815101026,0.468424168
SCZ,Primary biliary cirrhosis ,MR Egger,-0.030477697,0.026523386,0.264076947,0.969982065,0.920845017,1.021741107,4.61E-05,7.85E-05,0.924368959
DEP,Tea intake ,Simple mode,0.149963459,0.132366411,0.264155806,1.161791789,0.896304835,1.505916412,0.110549531,0.126747405,0.630058391
OCD,Current employment status: Unemployed,Inverse variance weighted,1.106855011,0.99133452,0.264195216,3.024830361,0.433371198,21.11261376,0.001184416,0.00121597,0.485133606
OCD,Current employment status: Unemployed,Inverse variance weighted,1.106855011,0.99133452,0.264195216,3.024830361,0.433371198,21.11261376,0.001184416,0.00121597,0.485133606
ED,Gestational diabetes (for exclusion) ,Simple mode,0.116829861,0.07613734,0.264668231,1.123928189,0.96811991,1.304812102,0.864817931,0.914679138,0.662995418
BP,Maternal smoking around birth ,Inverse variance weighted,0.883660007,0.79231325,0.264725649,2.419739784,0.512080232,11.43402978,0.067074821,0.092865791,0.956658032
BP,Maternal smoking around birth ,Inverse variance weighted,0.883660007,0.79231325,0.264725649,2.419739784,0.512080232,11.43402978,0.067074821,0.092865791,0.956658032
ASD,Chickenpox,Inverse variance weighted,-1.307398459,1.173519746,0.265243559,0.270522918,0.027119638,2.69851128,7.34E-27,8.28E-27,0.600212941
PTSD,Viral infection,Inverse variance weighted,-1.963299089,1.764145062,0.265755751,0.140394482,0.004422618,4.456774208,4.70E-07,5.05E-07,0.656918281
SCZ,Diabetes mellitus ,Weighted mode,0.041083766,0.036501566,0.265845509,1.041939381,0.969999907,1.119214204,0.01222419,0.015587842,0.98389506
ANX,Qualifications: College or University degree ,MR Egger,-1.355596686,1.215559249,0.265883052,0.257793427,0.02379945,2.792394418,1.18E-25,1.37E-25,0.526042364
BP,Birth weight ,Weighted median,-0.06997592,0.062972521,0.266476429,0.932416272,0.824150549,1.054904479,0.335954247,0.3095235,0.144352315
BP,Congenital cytomegalovirus infection,MR Egger,0.096394451,0.083033459,0.266552454,1.101193345,0.93580222,1.295815246,NA,0.443559374,NA
PTSD,Diagnoses - main ICD10: I25.1 Atherosclerotic heart disease ,Simple mode,-3.348780944,2.952169473,0.266620595,0.03512715,0.000107822,11.44406463,0.00214915,0.001930803,0.354157699
OCD,Diagnoses - secondary ICD10: I10 Essential (primary) hypertension ,Weighted mode,2.301383299,2.050216287,0.26700815,9.987989279,0.179596857,555.4659003,0.030208429,0.035677943,0.763537701
ANX,Autoimmune diseases ,MR Egger,-0.168419052,0.149321071,0.26703542,0.844999662,0.630596961,1.13229919,0.936475234,0.910810335,0.166070761
BP,College completion ,MR Egger,2.169919352,0.969709446,0.267547358,8.757577731,1.309033185,58.58916994,0.02994048,0.052158596,0.703106532
SCZ,Current employment status: Retired,Weighted median,-0.121182961,0.109320002,0.267639075,0.885871865,0.715016139,1.097554193,0.011892164,0.012245482,0.628714826
ED,"Diagnoses - secondary ICD10: E03.9 Hypothyroidism, unspecified ",Simple mode,3.570159915,3.162898816,0.267944069,35.52227324,0.072141792,17490.99742,0.150369074,0.17789191,0.835795114
SCZ,Behauvioural and emotional disorders with onset usually occuring in childhood and adolescence,Weighted median,-0.005758519,0.005199835,0.268102656,0.994258029,0.984176335,1.004442999,0.164875089,0.156295631,0.070420239
BP,Reason for glasses/contact lenses: For a 'lazy' eye or an eye with poor vision since childhood (called 'amblyopia') ,Wald ratio,-7.122294083,6.445553489,0.269162448,0.000806913,2.63E-09,247.3961147,NA,NA,NA
ED,Gestational diabetes (for exclusion) ,Simple mode,0.116829861,0.0772304,0.269503494,1.123928189,0.966048032,1.307610525,0.864817931,0.914679138,0.662995418
