Psychiatric disorder,Risk phenotype,Method,Beta,Standard error,P-value,OR,OR_lci95,OR_uci95,Q Pvalue(MREgger),Q Pvalue(IVW),Intercept PValue
DEP,Serum 25-Hydroxyvitamin D levels ,Weighted median,0.020433274,0.028989065,0.480896474,1.020643463,0.964268696,1.08031411,4.60E-05,9.74E-06,0.021248455
ADHD,"Diagnoses - secondary ICD10: E03.9 Hypothyroidism, unspecified ",MR Egger,1.492042357,2.09576641,0.48166563,4.446166912,0.073119528,270.3573279,0.017516764,0.016828302,0.349102587
PTSD,Primary biliary cirrhosis ,Weighted median,0.011701347,0.016645147,0.482062913,1.011770076,0.979294229,1.045322902,4.61E-05,7.85E-05,0.924368959
ED,Autoimmune diseases ,Simple mode,0.059385834,0.083671178,0.482079846,1.061184603,0.90067601,1.250297275,0.383837455,0.412663609,0.598546243
ASD,Heart rate ,MR Egger,-0.025791491,0.035654414,0.482263581,0.974538268,0.908760094,1.04507762,0.236065716,0.298174487,0.944759356
ED,Current employment status: Unemployed,Weighted median,0.595792625,0.850392172,0.483546902,1.814468568,0.342673893,9.607665622,0.020930609,0.021723653,0.852825766
ADHD,"Non-cancer illness code, self-reported: psoriasis ",MR Egger,0.744139649,1.039810264,0.484521712,2.104629935,0.27420248,16.15400112,0.060365253,0.066959085,0.473949627
PTSD,Operative procedures,Weighted median,-1.109787994,1.587659909,0.484546631,0.329628837,0.014675125,7.404037264,1.90E-08,2.06E-08,0.716297006
DEP,Childhood obesity ,Inverse variance weighted,0.015972756,0.02285959,0.484718755,1.016101002,0.971579637,1.062662501,0.582505292,0.443541838,0.274383991
OCD,Unspecified maternal hypertension,MR Egger,-0.002900678,0.00416075,0.485783731,0.997103525,0.989005142,1.005268221,0.27123836,0.272223047,0.371759617
ALZ,Diabetes mellitus ,Simple mode,0.046839758,0.066757956,0.486034968,1.047954069,0.919425891,1.194449431,0,0,0.579708973
BP,"Illness, injury, bereavement, stress in last 2 years: Death of a spouse or partner",Weighted median,-0.360906048,0.518400412,0.486308804,0.697044484,0.252341776,1.925448176,0.099622228,0.10105084,0.485657442
ALZ,Childhood obesity ,Weighted mode,-0.032028638,0.041832906,0.486575746,0.968478846,0.892239099,1.051233102,0.645194432,0.796552856,0.948885633
SCZ,Operation code: caesarean section / caesarian section ,Simple mode,1.789224403,2.117761966,0.487139905,5.984808866,0.094270304,379.9493128,0.642326053,0.360221922,0.405554352
ANX,Diagnoses - secondary ICD10: I10 Essential (primary) hypertension ,Inverse variance weighted,0.535318576,0.771408324,0.487713753,1.707992281,0.37657361,7.746792533,0.384306388,0.414302575,0.736685574
ALZ,Childhood obesity ,Simple mode,-0.031183524,0.040877213,0.488055647,0.969297667,0.894667747,1.050152943,0.645194432,0.796552856,0.948885633
ADHD,Primary biliary cirrhosis ,Weighted mode,0.011006376,0.015601309,0.488265436,1.011067169,0.980618102,1.042461706,0.000207584,0.000320441,0.776661996
ALZ,"Illness, injury, bereavement, stress in last 2 years: Financial difficulties ",Simple mode,-1.599681137,2.208052448,0.489416601,0.201960906,0.002665233,15.30380761,0.189893742,0.257713178,0.772673041
BP,Age at first birth ,Weighted mode,-0.060204124,0.086389458,0.489455005,0.941572316,0.794909139,1.115295301,0.293866787,0.306261809,0.438959952
SCZ,Ever taken cannabis ,Inverse variance weighted,-0.010125677,0.014660924,0.489780799,0.989925415,0.961884317,1.018783974,0.118417559,0.135784641,0.490034171
DEP,"Non-cancer illness code, self-reported: diabetes ",Weighted mode,-0.257360065,0.370434756,0.489985006,0.773089801,0.37403265,1.59790286,0.816808381,0.826736186,0.459888989
DEP,Nitrogen dioxide air pollution; 2010 ,Inverse variance weighted,-0.227326649,0.329365185,0.490070717,0.796660511,0.417745697,1.51926872,0.159708749,0.105087445,0.241107647
ALZ,Fresh fruit intake ,Simple mode,-0.386012193,0.556091547,0.490736757,0.679762237,0.228561119,2.021676745,5.53E-05,7.29E-05,0.686175326
ANX,Mineral and other dietary supplements: Zinc ,Simple mode,9.591250482,11.49023283,0.491695429,14636.16035,2.43E-06,8.83E+13,0.867307578,0.976247221,0.910201837
SCZ,"Diagnoses - secondary ICD10: J44.9 Chronic obstructive pulmonary disease, unspecified ",Wald ratio,-6.9063306,10.06781392,0.492724993,0.001001426,2.70E-12,371976.0254,NA,NA,NA
DEP,Primary biliary cirrhosis ,Simple mode,-0.007467389,0.010689216,0.493735634,0.992560423,0.971981748,1.013574786,0.007106516,0.009344454,0.653885458
ED,Rubella vaccination,MR Egger,0.0035167,0.005140177,0.493987212,1.003522891,0.99346341,1.013684231,0.508955412,0.511829517,0.390441143
ALZ,Birth weight ,Weighted mode,0.115927514,0.169051116,0.494010273,1.122914474,0.806208671,1.564032937,0.001469395,0.001710083,0.700392849
OCD,Intelligence ,Simple mode,-0.349015925,0.50939153,0.494350578,0.705381897,0.2599091,1.914375527,1.44E-11,1.54E-11,0.454530892
ALZ,Iron intake,Weighted median,0.718981542,1.054660416,0.495416952,2.052341922,0.259719553,16.21790627,0.39439718,0.459025409,0.053714618
ED,Extraversion,Weighted median,0.00194269,0.002850044,0.495469754,1.001944578,0.996363233,1.007557189,0.209564815,0.211052289,0.406035228
OCD,Ever taken cannabis ,Weighted mode,0.069704405,0.090325854,0.496506233,1.0721912,0.898225374,1.27985025,0.594527733,0.717560176,0.945702243
SCZ,Alzheimer's disease or family history of Alzheimer's disease ,Simple mode,-0.029836557,0.043429954,0.496607257,0.970604159,0.891402453,1.05684299,3.67E-06,4.60E-06,0.570012981
BP,Body mass index (BMI) ,Inverse variance weighted,-0.031059305,0.045783216,0.497518511,0.96941808,0.886216139,1.060431391,0.408591495,0.420613772,0.751756581
BP,"Non-cancer illness code, self-reported: diabetes ",MR Egger,-1.018076105,1.494546556,0.498326693,0.361289355,0.019305073,6.761434994,0.114831852,0.131252631,0.739258283
ADHD,Primary biliary cirrhosis ,Weighted median,0.007130634,0.010534375,0.498474487,1.007156118,0.9865742,1.028167415,0.000207584,0.000320441,0.776661996
ED,Age at first birth ,Inverse variance weighted,-0.036196419,0.053489666,0.498596772,0.964450838,0.868457904,1.071054124,0.000341239,0.000134204,0.098355856
SCZ,Ever taken cannabis ,MR Egger,-0.049597748,0.068936295,0.498902505,0.951612135,0.83134294,1.089280504,0.118417559,0.135784641,0.490034171
OCD,Diagnoses - main ICD10: I25.1 Atherosclerotic heart disease ,Weighted mode,2.436495644,3.550479427,0.499135915,11.43290549,0.010862443,12033.3269,0.007336683,0.008564345,0.527309938
OCD,Mineral and other dietary supplements: Zinc ,Weighted median,6.00619407,8.89042849,0.499307458,405.9354148,1.10E-05,15001768189,0.039121738,0.089708793,0.77722608
DEP,"Non-cancer illness code, self-reported: gestational hypertension/pre-eclampsia ",Wald ratio,3.630459303,5.383094829,0.500045218,37.73014221,0.000987428,1441687.943,NA,NA,NA
ANX,Unspecified maternal hypertension,Weighted median,-0.004338781,0.006442164,0.500630858,0.995670618,0.98317768,1.0083223,1.20E-09,9.55E-10,0.089885104
OCD,Birth weight ,MR Egger,-0.288310297,0.426946171,0.500886568,0.74952898,0.324611956,1.730662353,0.115638036,0.127043604,0.831139804
ED,Diagnoses - main ICD10: I25.1 Atherosclerotic heart disease ,MR Egger,-2.333950044,3.413859841,0.501014509,0.096912183,0.000120349,78.03951058,0.007336683,0.008564345,0.527309938
BP,Mineral and other dietary supplements: Zinc ,Weighted mode,2.870447729,3.539090005,0.502498792,17.64491657,0.017142943,18161.58883,0.867307578,0.976247221,0.910201837
ED,Iron intake,Inverse variance weighted,-0.8390045,1.252486142,0.502939847,0.432140505,0.037109683,5.032255727,0.425825758,0.422716305,0.225977787
ADHD,Gestational diabetes (for exclusion) ,MR Egger,0.049013983,0.060504094,0.502949383,1.050235036,0.932791066,1.182465904,0.628365973,0.71669171,0.582055872
ADHD,Gestational diabetes (for exclusion) ,MR Egger,0.049013983,0.060504094,0.502949383,1.050235036,0.932791066,1.182465904,0.628365973,0.71669171,0.582055872
ALZ,Mineral and other dietary supplements: Zinc ,Weighted median,-2.026820964,3.032110166,0.503844931,0.131753706,0.000345763,50.20501697,0.40856912,0.708927393,0.954863439
ED,Current employment status: Unemployed,Weighted median,0.595792625,0.89178187,0.504074659,1.814468568,0.31597258,10.41956293,0.020930609,0.021723653,0.852825766
OCD,Alzheimer's disease or family history of Alzheimer's disease ,MR Egger,0.056949755,0.084198954,0.504164142,1.05860262,0.897555614,1.248546038,0.23551284,0.237214192,0.351905335
ED,"Illness, injury, bereavement, stress in last 2 years: Financial difficulties ",Weighted median,-1.547114931,2.316842142,0.504281176,0.212861208,0.002269659,19.96330159,0.355063156,0.444063915,0.731465866
PTSD,Iron intake,Weighted median,1.130218668,1.695745677,0.505089991,3.096333495,0.111532098,85.95983867,6.04E-08,4.96E-08,0.089450444
SCZ,"Diagnoses - main ICD10: J45.9 Asthma, unspecified ",MR Egger,43.10494826,59.03751214,0.505773038,5.25E+18,2.93E-32,9.42E+68,0.001220174,0.002496688,0.790492349
ALZ,"Illness, injury, bereavement, stress in last 2 years: Death of a spouse or partner",Inverse variance weighted,-0.244120574,0.367446409,0.506453174,0.783393172,0.381244058,1.609742756,0.39439718,0.459025409,0.393306978
ANX,Nitrogen dioxide air pollution; 2010 ,Weighted median,-1.005920036,1.51422159,0.506488756,0.365708015,0.018801956,7.113214707,0.006777938,0.005572861,0.439793617
ANX,Age at first birth ,Weighted mode,-0.126231806,0.188734968,0.506561778,0.881410507,0.608868877,1.275947106,0.293866787,0.306261809,0.438959952
BP,Diagnoses - main ICD10: I25.1 Atherosclerotic heart disease ,Weighted median,0.703557033,1.059280105,0.506572471,2.020928447,0.253439036,16.11492786,0.88430465,0.88452391,0.371424741
ASD,Behauvioural and emotional disorders with onset usually occuring in childhood and adolescence,MR Egger,0.006091911,0.009178191,0.506929073,1.006110504,0.98817315,1.024373458,5.57E-09,1.67E-09,0.000624709
ALZ,Extraversion,MR Egger,0.001629456,0.002455248,0.5069924,1.001630784,0.99682223,1.006462535,0.39439718,0.459025409,0.582683346
ASD,Mineral and other dietary supplements: Zinc ,Weighted median,3.177350626,4.791639822,0.507264605,23.98312903,0.002000689,287496.1297,0.867307578,0.976247221,0.910201837
ED,"Non-cancer illness code, self-reported: psoriasis ",Inverse variance weighted,0.714346754,1.078031526,0.507561179,2.042851762,0.246943667,16.8995762,0.013698542,0.019863248,0.881156109
ADHD,Chickenpox,Weighted median,-0.826952368,1.249380447,0.50804175,0.437380231,0.037788969,5.062362685,7.34E-27,8.28E-27,0.600212941
PTSD,"Diagnoses - secondary ICD10: E03.9 Hypothyroidism, unspecified ",Inverse variance weighted,-0.636422629,0.963907069,0.509091423,0.529182123,0.080003853,3.500252911,3.33E-07,3.55E-07,0.477148258
ANX,Chickenpox,Inverse variance weighted,-1.486727369,2.255108867,0.509721906,0.226111425,0.002721041,18.7892709,7.34E-27,8.28E-27,0.600212941
ED,"Illness, injury, bereavement, stress in last 2 years: Financial difficulties ",Weighted median,-1.547114931,2.347843475,0.509926927,0.212861208,0.002135855,21.21393506,0.355063156,0.444063915,0.731465866
DEP,Diagnoses - main ICD10: I25.1 Atherosclerotic heart disease ,Inverse variance weighted,0.248723334,0.377519381,0.510001128,1.282387191,0.611882718,2.687634183,0.007336683,0.008564345,0.527309938
ADHD,Type 2 diabetes ,MR Egger,-0.029657973,0.044884214,0.51011909,0.970777509,0.889024013,1.06004895,2.95E-10,2.10E-11,0.021489974
ADHD,College completion ,Simple mode,-0.103006069,0.129985368,0.511169374,0.902121498,0.699228713,1.163886985,0.636884111,0.72568973,0.634476409
ADHD,Fresh fruit intake ,Inverse variance weighted,-0.185320868,0.282108318,0.511236297,0.830837652,0.47794808,1.444280733,3.22E-13,5.83E-13,0.955496332
BP,Primary sclerosing cholangitis ,Simple mode,0.018368437,0.02732308,0.511636204,1.018538174,0.965426989,1.074571174,0.316985214,0.391643836,0.843794435
SCZ,Ever taken cannabis ,Simple mode,-0.022381796,0.032376129,0.511641425,0.977866818,0.917741968,1.041930682,0.118417559,0.135784641,0.490034171
ALZ,Operation code: caesarean section / caesarian section ,MR Egger,7.703996635,7.997323213,0.511891725,2217.191613,0.000345417,14231876825,0.803826938,0.464424648,0.438824537
DEP,"Non-cancer illness code, self-reported: diabetes ",Inverse variance weighted,-0.127568104,0.194544675,0.512000098,0.880233466,0.601171116,1.288835966,0.816808381,0.826736186,0.459888989
ANX,Diabetes mellitus ,Inverse variance weighted,0.037799436,0.057655502,0.512076069,1.038522922,0.927552996,1.162768989,0.29773194,0.28805876,0.274908982
ANX,Type 2 diabetes ,Simple mode,0.106674824,0.162245789,0.512191879,1.112572414,0.809509377,1.529095785,0.060720569,0.066476298,0.613324742
ED,Current employment status: Unemployed,MR Egger,0.846616197,1.292890151,0.512683175,2.331743327,0.184990927,29.39077627,0.020930609,0.021723653,0.852825766
ED,Current employment status: Unemployed,MR Egger,0.846616197,1.292890151,0.512683175,2.331743327,0.184990927,29.39077627,0.020930609,0.021723653,0.852825766
ADHD,Autoimmune diseases ,Simple mode,0.029327806,0.044432238,0.513096936,1.029762101,0.943877035,1.123462004,0.084927267,0.102363888,0.841474556
ED,"Diagnoses - secondary ICD10: E03.9 Hypothyroidism, unspecified ",Inverse variance weighted,0.746564162,1.141839745,0.513224112,2.109738829,0.225047961,19.7779971,0.150369074,0.17789191,0.835795114
PTSD,Serum 25-Hydroxyvitamin D levels ,Weighted mode,-0.067763484,0.103492463,0.513925048,0.934481467,0.762914958,1.144630347,6.95E-10,1.00E-09,0.905174633
DEP,Intelligence ,Weighted mode,0.062647393,0.096163516,0.515790426,1.06465137,0.881762002,1.285474466,1.44E-11,1.54E-11,0.454530892
ANX,Part of a multiple birth ,Wald ratio,9.173460868,14.12094538,0.515927996,9637.922615,9.20E-09,1.01E+16,NA,NA,NA
ALZ,Mineral and other dietary supplements: Zinc ,Weighted mode,-2.633873454,3.371961758,0.516517294,0.07179981,9.68E-05,53.25925497,0.40856912,0.708927393,0.954863439
BP,Age at first birth ,MR Egger,0.127980648,0.196478793,0.518194622,1.136531008,0.773277127,1.670426666,0.293866787,0.306261809,0.438959952
ASD,Serum 25-Hydroxyvitamin D levels ,Inverse variance weighted,0.049152551,0.076351522,0.519726869,1.050380575,0.904388339,1.219939825,0.106031625,0.11572777,0.636334511
ADHD,Caffeine,Weighted median,-0.295304824,0.458850861,0.519851234,0.744304671,0.302809159,1.829500289,9.17E-15,7.36E-15,0.123982374
PTSD,Behauvioural and emotional disorders with onset usually occuring in childhood and adolescence,MR Egger,0.005624139,0.008745651,0.520227361,1.005639984,0.988548734,1.023026729,0.164875089,0.156295631,0.070420239
OCD,"Illness, injury, bereavement, stress in last 2 years: Financial difficulties ",Simple mode,4.167286934,6.113488105,0.520886141,64.54011278,0.000403574,10321334.48,0.355063156,0.444063915,0.731465866
ANX,Allergic rhinitis ,Inverse variance weighted,-0.1379965,0.215398458,0.521745648,0.871101741,0.571107696,1.32867802,NA,0.464966113,NA
BP,"Non-cancer illness code, self-reported: gestational hypertension/pre-eclampsia ",Wald ratio,7.508731009,11.76769567,0.523421619,1823.897564,1.75E-07,1.90E+13,NA,NA,NA
BP,"Non-cancer illness code, self-reported: diabetes ",Weighted mode,-0.502486948,0.783051617,0.523431166,0.605024124,0.13038442,2.807499477,0.114831852,0.131252631,0.739258283
SCZ,Qualifications: College or University degree ,Weighted mode,0.459270155,0.718952267,0.523546662,1.582918278,0.386788871,6.478030949,3.43E-52,4.00E-52,0.530344877
DEP,"Diagnoses - secondary ICD10: E03.9 Hypothyroidism, unspecified ",Simple mode,0.684457212,1.061484485,0.523645629,1.98269536,0.247572359,15.87851286,0.150369074,0.17789191,0.835795114
ASD,Body mass index (BMI) ,MR Egger,0.093250181,0.146484016,0.524731806,1.097736334,0.823774468,1.462809428,0.408591495,0.420613772,0.751756581
ANX,Allergic conjunctivitis ,Wald ratio,-0.173791822,0.273234201,0.524740951,0.840471847,0.491973288,1.435835934,NA,NA,NA
ANX,Nitrogen dioxide air pollution; 2010 ,Simple mode,-2.044004799,3.030568592,0.525137719,0.129509013,0.000340901,49.20078808,0.006777938,0.005572861,0.439793617
ANX,Heart rate ,Weighted mode,-0.02424352,0.03721255,0.525282506,0.976047994,0.907392554,1.049898064,0.236065716,0.298174487,0.944759356
OCD,Trauma exposure ,Weighted median,-0.146189049,0.230205217,0.525403663,0.86399435,0.550245204,1.356642878,0.715846263,0.777849379,0.565530554
BP,Diagnoses - secondary ICD10: I10 Essential (primary) hypertension ,Weighted mode,0.627181056,0.983182035,0.525706919,1.872325153,0.272571113,12.86123624,0.384306388,0.414302575,0.736685574
ALZ,Maternal smoking around birth ,Inverse variance weighted,0.239197356,0.376988516,0.525757782,1.270229199,0.606712564,2.659384878,0.39439718,0.459025409,0.731119401
ALZ,Mineral and other dietary supplements: Zinc ,Simple mode,-2.657651838,3.48884614,0.525776119,0.070112664,7.52E-05,65.39766774,0.40856912,0.708927393,0.954863439
ADHD,Mineral and other dietary supplements: Zinc ,Inverse variance weighted,2.383913458,3.763523189,0.526455488,10.84727024,0.006788047,17333.89147,0.023929272,0.073940645,0.907485115
BP,Gestational diabetes (for exclusion) ,Weighted median,-0.015575829,0.024631303,0.527152229,0.984544847,0.938142725,1.033242096,0.415792519,0.28487094,0.236593224
PTSD,Heart rate ,Inverse variance weighted,0.006040272,0.009565386,0.527732039,1.006058551,0.98737252,1.025098216,1.20E-06,6.19E-07,0.36460977
PTSD,"Congenital malformations, deformations and chromosomal abnormalities ",Wald ratio,-8.481449719,13.47943629,0.529208979,0.000207278,6.96E-16,61727828.07,NA,NA,NA
BP,"Diagnoses - secondary ICD10: M06.99 Rheumatoid arthritis, unspecified (Site unspecified) ",MR Egger,25.43149836,27.90116382,0.529458787,1.11E+11,1.97E-13,6.23E+34,NA,NA,NA
PTSD,Primary sclerosing cholangitis ,MR Egger,-0.014384821,0.022385471,0.529587427,0.985718146,0.943404306,1.029929859,0.000522623,0.000142129,0.183882486
OCD,Age-related hearing impairment (MTAG) ,Inverse variance weighted,-0.213603046,0.339845454,0.529656833,0.807668929,0.414907309,1.572228507,0.065943378,0.079541775,0.672216691
OCD,"Illness, injury, bereavement, stress in last 2 years: Financial difficulties ",Weighted mode,3.788898257,5.682726672,0.529728118,44.20766795,0.000643077,3039010.522,0.355063156,0.444063915,0.731465866
ALZ,Maternal smoking around birth ,Weighted median,-0.330252327,0.526299418,0.530332231,0.718742352,0.256199412,2.016361263,0.39439718,0.459025409,0.731119401
ALZ,Type 1 diabetes ,Weighted mode,-0.009958144,0.015717246,0.530473379,0.990091274,0.960055728,1.021066489,0.173231889,0.109258259,0.081797268
DEP,Allergic rhinitis ,Weighted mode,-0.02601831,0.034613934,0.530664305,0.97431725,0.910408735,1.042711989,0.647693749,0.873381999,0.844709241
ADHD,Congenital cytomegalovirus infection,Simple mode,-0.208015293,0.276809266,0.53075993,0.812194616,0.472101415,1.397284721,0.233492378,0.266297865,0.523192313
BP,Age at first birth ,Simple mode,-0.060204124,0.095341575,0.530936363,0.941572316,0.781083195,1.135037129,0.293866787,0.306261809,0.438959952
OCD,"Illness, injury, bereavement, stress in last 2 years: Financial difficulties ",Weighted mode,3.788898257,5.703663993,0.531188246,44.20766795,0.000617221,3166317.135,0.355063156,0.444063915,0.731465866
SCZ,Primary biliary cirrhosis ,Weighted median,-0.00703148,0.011236676,0.531471368,0.992993183,0.971362684,1.015105355,4.61E-05,7.85E-05,0.924368959
SCZ,Age-related hearing impairment (MTAG) ,MR Egger,-0.392887389,0.620221317,0.531760997,0.675104768,0.200183432,2.276744092,0.007861346,0.009801352,0.618456104
BP,Gestational diabetes (for exclusion) ,Weighted median,-0.015575829,0.024955198,0.532527961,0.984544847,0.937547349,1.033898242,0.415792519,0.28487094,0.236593224
ANX,Diagnoses - secondary ICD10: I10 Essential (primary) hypertension ,Simple mode,1.573422845,2.508603645,0.532718256,4.823128795,0.035315253,658.7117207,0.384306388,0.414302575,0.736685574
BP,Sleeplessness / insomnia ,MR Egger,0.58344599,0.928588756,0.533657318,1.792203718,0.290373291,11.06160333,0.411177671,0.431081921,0.461291419
DEP,Type 1 diabetes ,Weighted mode,0.003911863,0.0062225,0.534326639,1.003919524,0.991749983,1.016238396,0.977245101,0.981993127,0.667597956
ANX,Age-related hearing impairment (MTAG) ,MR Egger,-1.349119499,2.144612324,0.535243175,0.259468622,0.003877519,17.362638,0.547121163,0.600284545,0.791362667
ASD,Age-related hearing impairment (MTAG) ,Simple mode,-0.430786597,0.686995351,0.535526615,0.649997607,0.169094511,2.498584299,0.547121163,0.600284545,0.791362667
ED,Diabetes mellitus ,Weighted median,0.023957415,0.038667735,0.535540139,1.024246699,0.949488989,1.104890434,0.560432606,0.556094019,0.300889221
OCD,Heart rate ,Weighted mode,-0.020391417,0.032236358,0.53721635,0.979815082,0.919822393,1.043720616,0.687664074,0.69415706,0.381703376
ANX,Diagnoses - main ICD10: I25.1 Atherosclerotic heart disease ,MR Egger,3.69897864,5.91674265,0.53730743,40.40601419,0.000371546,4394192.031,0.88430465,0.88452391,0.371424741
PTSD,Intelligence ,Weighted mode,-0.171381089,0.277677285,0.53808067,0.842500445,0.488884718,1.451890339,6.21E-49,1.56E-49,0.232036593
ASD,Age at first birth ,Weighted median,-0.030686895,0.050004391,0.539424156,0.969779168,0.879241653,1.069639538,0.293866787,0.306261809,0.438959952
ADHD,Type 1 diabetes ,Weighted mode,0.003632601,0.005857912,0.539438567,1.003639207,0.992181816,1.015228904,0.030177917,0.032413911,0.44792816
ASD,"Non-cancer illness code, self-reported: psoriasis ",Inverse variance weighted,-0.810966468,1.322634652,0.539780646,0.444428333,0.033262309,5.938148889,0.952275557,0.905090016,0.168371825
ALZ,Educational attainment,MR Egger,0.043696838,0.071450336,0.540886557,1.044665604,0.908149905,1.201702735,0.39439718,0.459025409,0.673752198
OCD,Maternal smoking around birth ,Weighted median,0.882249739,1.443440662,0.541058559,2.416329707,0.142716668,40.91077339,0.001256999,0.00210072,0.872675286
ALZ,Type 2 diabetes ,MR Egger,0.024272193,0.039611518,0.541291099,1.02456916,0.948032606,1.107284662,0.001680721,0.002053069,0.941907728
ED,"Illness, injury, bereavement, stress in last 2 years: Serious illness, injury or assault to yourself ",Inverse variance weighted,-2.720668908,4.456351217,0.541520763,0.065830705,1.06E-05,409.0263082,NA,0.513522768,NA
OCD,Autoimmune diseases ,MR Egger,-0.090605374,0.14693013,0.541824208,0.913378083,0.68482741,1.218204046,0.383837455,0.412663609,0.598546243
DEP,Autoimmune diseases ,Simple mode,0.015616518,0.025402473,0.542473282,1.015739093,0.966404951,1.067591701,0.383837455,0.412663609,0.598546243
DEP,Caffeine,MR Egger,-0.189291682,0.310813826,0.542588708,0.827545091,0.450009412,1.521814567,0.165535111,0.165958161,0.347532961
OCD,Diagnoses - main ICD10: I25.1 Atherosclerotic heart disease ,Simple mode,3.222169922,5.219333288,0.542815565,25.08248822,0.000904866,695275.3037,0.007336683,0.008564345,0.527309938
PTSD,Primary biliary cirrhosis ,Simple mode,0.018940165,0.030653155,0.543293661,1.019120668,0.959694745,1.082226344,4.61E-05,7.85E-05,0.924368959
ALZ,Intelligence ,Simple mode,-0.124655042,0.204629655,0.543375783,0.882801379,0.59112418,1.318400266,3.88E-09,4.32E-09,0.491761243
ASD,Age-related hearing impairment (MTAG) ,Weighted mode,-0.458947687,0.751317597,0.546052606,0.631948303,0.144926266,2.755598893,0.547121163,0.600284545,0.791362667
ASD,Heart rate ,Inverse variance weighted,0.005442404,0.009016376,0.546100851,1.005457241,0.987844786,1.023383711,0.236065716,0.298174487,0.944759356
BP,Diagnoses - secondary ICD10: I10 Essential (primary) hypertension ,Simple mode,0.536106709,0.885150703,0.546782118,1.709338937,0.301559279,9.689105276,0.384306388,0.414302575,0.736685574
SCZ,Sleeplessness / insomnia ,MR Egger,0.779985445,1.282692612,0.546846263,2.181440514,0.176560431,26.95214712,1.01E-12,1.94E-12,0.955004357
ED,Viral infection,Weighted median,-1.571237081,2.610297574,0.547215465,0.207787973,0.001246494,34.63782053,0.178241788,0.180933757,0.513512517
ASD,Living alone,MR Egger,1.085100353,1.803623916,0.547501015,2.959736822,0.086293369,101.5146607,2.91E-16,3.32E-16,0.857891204
DEP,Diagnoses - secondary ICD10: I10 Essential (primary) hypertension ,Weighted mode,-0.184754155,0.305608574,0.547585869,0.831308632,0.456691596,1.513218213,0.030208429,0.035677943,0.763537701
SCZ,Age at first birth ,Weighted mode,0.04871589,0.080424959,0.547736608,1.049922015,0.896804823,1.22918188,3.09E-13,1.34E-13,0.278809734
PTSD,Nitrogen dioxide air pollution; 2010 ,MR Egger,-1.803895222,2.835579614,0.548152866,0.164656265,0.000635161,42.68471192,0.003063448,0.006011227,0.906361827
ASD,Primary biliary cirrhosis ,Inverse variance weighted,0.00897696,0.014951298,0.548230732,1.009017374,0.979877628,1.039023681,0.12714679,0.148982586,0.571743678
BP,Alzheimer's disease or family history of Alzheimer's disease ,Inverse variance weighted,0.014641471,0.024514179,0.55033021,1.014749182,0.967145509,1.064695946,0.011969359,0.015430558,0.736557952
ANX,Operative procedures,MR Egger,-3.039643587,5.09043875,0.550499383,0.047851942,2.22E-06,1030.311397,8.10E-36,8.16E-36,0.376680089
OCD,Diabetes mellitus ,MR Egger,-0.072191122,0.120054105,0.550782955,0.930353068,0.73528495,1.177171967,0.560432606,0.556094019,0.300889221
ADHD,Sleeplessness / insomnia ,Simple mode,0.3101362,0.515432397,0.551042505,1.363610825,0.496530038,3.744857997,7.23E-19,7.99E-19,0.546926226
ADHD,Diabetes mellitus ,Weighted mode,-0.016950513,0.028263874,0.551570923,0.983192339,0.930207401,1.039195317,0.003408985,0.003962707,0.548392213
BP,Behauvioural and emotional disorders with onset usually occuring in childhood and adolescence,Weighted median,0.003314338,0.005572548,0.552002753,1.003319836,0.99242101,1.014338354,0.299465567,0.302455928,0.414593205
ANX,Primary biliary cirrhosis ,Weighted mode,-0.04017042,0.06635773,0.552495556,0.960625715,0.843469471,1.094054731,0.12714679,0.148982586,0.571743678
OCD,Maternal smoking around birth ,Weighted median,0.882249739,1.485750497,0.552640894,2.416329707,0.131359001,44.44803318,0.001256999,0.00210072,0.872675286
ANX,Nitrogen dioxide air pollution; 2010 ,Weighted mode,-1.777837929,2.827900284,0.55272514,0.169003149,0.000661816,43.15708625,0.006777938,0.005572861,0.439793617
SCZ,"Diagnoses - secondary ICD10: E03.9 Hypothyroidism, unspecified ",Weighted mode,0.882129028,1.474466734,0.553512038,2.416038047,0.134280314,43.47055562,3.33E-07,3.55E-07,0.477148258
ANX,"Illness, injury, bereavement, stress in last 2 years: Death of a spouse or partner",Weighted median,-0.944220764,1.59485809,0.553823392,0.388982562,0.017074953,8.86136745,3.62E-27,4.32E-27,0.964007176
DEP,Gestational diabetes (for exclusion) ,MR Egger,0.061477268,0.0729045,0.554005409,1.063406323,0.921810552,1.226752076,0.864817931,0.914679138,0.662995418
DEP,Gestational diabetes (for exclusion) ,MR Egger,0.061477268,0.0729045,0.554005409,1.063406323,0.921810552,1.226752076,0.864817931,0.914679138,0.662995418
ADHD,Ever taken cannabis ,MR Egger,-0.105765446,0.164530897,0.555329572,0.899635636,0.651651086,1.241990224,0.139726128,0.190938351,0.620876264
OCD,Gestational diabetes (for exclusion) ,Weighted median,0.066128041,0.112247707,0.555776764,1.068363503,0.857377074,1.33127023,0.864817931,0.914679138,0.662995418
ASD,Current employment status: Unemployed,Weighted median,-0.431194835,0.733434597,0.556591513,0.649732308,0.154320041,2.735562208,1.31E-27,1.37E-27,0.437673351
ANX,Gestational diabetes (for exclusion) ,Weighted mode,-0.056089144,0.087790782,0.557640857,0.945454851,0.795997625,1.122974298,0.415792519,0.28487094,0.236593224
